NUM,PERIODE,SES,SAL,KART,SAK,VOTNR,VOTERING,SETENR,PERSON,PARTI
1964203,146,147,1,2,1,1,1,3,2098,21
1964204,146,147,1,2,1,1,1,4,2302,81
1964205,146,147,1,2,1,1,1,13,2288,81
1964206,146,147,1,2,1,1,1,18,4067,81
1964207,146,147,1,2,1,1,1,22,30420,81
1964208,146,147,1,2,1,1,1,51,26840,81
1964209,146,147,1,2,1,1,1,57,30186,81
1964210,146,147,1,2,1,1,1,69,2336,81
1964211,146,147,1,2,1,1,1,73,2317,81
1964212,146,147,1,2,1,1,1,77,2335,238
1964213,146,147,1,2,1,1,1,78,2101,41
1964214,146,147,1,2,1,1,1,81,26846,81
1964215,146,147,1,2,1,1,1,86,30218,41
1964216,146,147,1,2,1,1,1,94,269,81
1964217,146,147,1,2,1,1,1,100,2311,81
1964218,146,147,1,2,1,1,1,113,2231,81
1964219,146,147,1,2,1,1,1,116,1357,41
1964220,146,147,1,2,1,1,1,118,2141,41
1964221,146,147,1,2,1,1,1,123,1102,81
1964222,146,147,1,2,1,1,1,135,2224,41
1964223,146,147,1,2,1,1,1,138,4091,81
1964224,146,147,1,2,1,1,1,144,2318,81
1964225,146,147,1,2,1,1,1,149,1348,41
1964226,146,147,1,2,1,1,1,152,1342,81
1964227,146,147,1,2,1,1,1,160,1124,81
1964228,146,147,1,2,1,1,1,165,27083,81
1964229,146,147,1,2,1,1,2,5,1138,51
1964230,146,147,1,2,1,1,2,7,2136,21
1964231,146,147,1,2,1,1,2,9,30151,71
1964232,146,147,1,2,1,1,2,11,2119,21
1964233,146,147,1,2,1,1,2,12,1219,71
1964234,146,147,1,2,1,1,2,14,2287,14
1964235,146,147,1,2,1,1,2,15,2145,21
1964236,146,147,1,2,1,1,2,16,30417,71
1964237,146,147,1,2,1,1,2,17,2340,51
1964238,146,147,1,2,1,1,2,19,2106,21
1964239,146,147,1,2,1,1,2,24,26765,71
1964240,146,147,1,2,1,1,2,25,2127,21
1964241,146,147,1,2,1,1,2,26,1273,71
1964242,146,147,1,2,1,1,2,28,1330,21
