NUM,PERIODE,SES,SAL,KART,SAK,VOTNR,VOTERING,SETENR,PERSON,PARTI
297212,130,131,1,4,1,1,1,20,NULL,14
297213,130,131,1,4,1,1,1,38,NULL,41
297214,130,131,1,4,1,1,1,40,NULL,14
297215,130,131,1,4,1,1,1,54,NULL,14
297216,130,131,1,4,1,1,1,55,NULL,81
297217,130,131,1,4,1,1,1,70,NULL,14
297218,130,131,1,4,1,1,1,92,NULL,14
297219,130,131,1,4,1,1,1,98,NULL,81
297220,130,131,1,4,1,1,1,141,NULL,14
297221,130,131,1,4,1,1,2,2,NULL,71
297222,130,131,1,4,1,1,2,3,NULL,21
297223,130,131,1,4,1,1,2,4,NULL,51
297224,130,131,1,4,1,1,2,5,NULL,71
297225,130,131,1,4,1,1,2,6,NULL,21
297226,130,131,1,4,1,1,2,7,NULL,51
297227,130,131,1,4,1,1,2,8,NULL,71
297228,130,131,1,4,1,1,2,9,NULL,21
297229,130,131,1,4,1,1,2,11,NULL,21
297230,130,131,1,4,1,1,2,12,NULL,71
297231,130,131,1,4,1,1,2,13,NULL,21
297232,130,131,1,4,1,1,2,14,NULL,71
297233,130,131,1,4,1,1,2,15,NULL,21
297234,130,131,1,4,1,1,2,16,NULL,41
297235,130,131,1,4,1,1,2,17,NULL,71
297236,130,131,1,4,1,1,2,18,NULL,21
297237,130,131,1,4,1,1,2,19,NULL,71
297238,130,131,1,4,1,1,2,21,NULL,21
297239,130,131,1,4,1,1,2,22,NULL,21
297240,130,131,1,4,1,1,2,24,NULL,21
297241,130,131,1,4,1,1,2,25,NULL,71
297242,130,131,1,4,1,1,2,26,NULL,21
297243,130,131,1,4,1,1,2,27,NULL,41
297244,130,131,1,4,1,1,2,28,NULL,21
297245,130,131,1,4,1,1,2,29,NULL,21
297246,130,131,1,4,1,1,2,30,NULL,21
297247,130,131,1,4,1,1,2,31,NULL,71
297248,130,131,1,4,1,1,2,32,NULL,21
297249,130,131,1,4,1,1,2,33,NULL,21
297250,130,131,1,4,1,1,2,34,NULL,21
297251,130,131,1,4,1,1,2,35,NULL,71
297252,130,131,1,4,1,1,2,36,NULL,21
297253,130,131,1,4,1,1,2,37,NULL,21
297254,130,131,1,4,1,1,2,39,NULL,21
297255,130,131,1,4,1,1,2,41,NULL,21
297256,130,131,1,4,1,1,2,43,NULL,21
297257,130,131,1,4,1,1,2,44,NULL,71
297258,130,131,1,4,1,1,2,45,NULL,51
297259,130,131,1,4,1,1,2,46,NULL,21
297260,130,131,1,4,1,1,2,47,NULL,71
297261,130,131,1,4,1,1,2,48,NULL,21
297262,130,131,1,4,1,1,2,49,NULL,71
297263,130,131,1,4,1,1,2,50,NULL,51
297264,130,131,1,4,1,1,2,51,NULL,41
297265,130,131,1,4,1,1,2,52,NULL,21
297266,130,131,1,4,1,1,2,53,NULL,71
297267,130,131,1,4,1,1,2,56,NULL,21
297268,130,131,1,4,1,1,2,57,NULL,71
297269,130,131,1,4,1,1,2,58,NULL,51
297270,130,131,1,4,1,1,2,59,NULL,21
297271,130,131,1,4,1,1,2,60,NULL,71
297272,130,131,1,4,1,1,2,61,NULL,21
