NUM,PERIODE,SES,SAL,KART,SAK,VOTNR,VOTERING,SETENR,PERSON,PARTI
2054478,146,148,1,1,1,1,1,29,30419,14
2054482,146,148,1,1,1,1,1,55,30206,14
2054486,146,148,1,1,1,1,1,78,2101,41
2054490,146,148,1,1,1,1,1,97,26891,14
2054494,146,148,1,1,1,1,1,116,1357,41
2054498,146,148,1,1,1,1,1,137,27082,14
2054502,146,148,1,1,1,1,2,2,2297,51
2054506,146,148,1,1,1,1,2,9,30151,71
2054510,146,148,1,1,1,1,2,15,2145,21
2054514,146,148,1,1,1,1,2,20,30113,71
2054518,146,148,1,1,1,1,2,31,4072,51
2054522,146,148,1,1,1,1,2,39,2126,71
2054526,146,148,1,1,1,1,2,44,2157,71
2054530,146,148,1,1,1,1,2,50,1101,21
2054534,146,148,1,1,1,1,2,57,30376,81
2054538,146,148,1,1,1,1,2,64,1157,81
2054542,146,148,1,1,1,1,2,76,2315,51
2054546,146,148,1,1,1,1,2,85,27163,71
2054550,146,148,1,1,1,1,2,91,1337,21
2054554,146,148,1,1,1,1,2,96,30207,71
2054558,146,148,1,1,1,1,2,104,26941,71
2054562,146,148,1,1,1,1,2,110,30311,71
2054566,146,148,1,1,1,1,2,115,30427,71
2054570,146,148,1,1,1,1,2,124,4125,71
2054574,146,148,1,1,1,1,2,131,2290,81
2054578,146,148,1,1,1,1,2,139,2312,51
2054582,146,148,1,1,1,1,2,153,27563,71
2054586,146,148,1,1,1,1,2,158,2110,21
2054590,146,148,1,1,1,2,1,27,2292,81
2054594,146,148,1,1,1,2,1,69,2336,81
2054598,146,148,1,1,1,2,1,108,1152,98
2054479,146,148,1,1,1,1,1,33,2245,14
2054483,146,148,1,1,1,1,1,59,30423,41
2054487,146,148,1,1,1,1,1,86,30218,41
2054491,146,148,1,1,1,1,1,103,30211,14
2054495,146,148,1,1,1,1,1,121,30222,14
2054499,146,148,1,1,1,1,1,142,30367,14
2054503,146,148,1,1,1,1,2,5,1138,51
2054507,146,148,1,1,1,1,2,10,2196,71
2054511,146,148,1,1,1,1,2,16,30417,71
2054515,146,148,1,1,1,1,2,24,26765,71
2054519,146,148,1,1,1,1,2,32,1025,21
2054523,146,148,1,1,1,1,2,40,2330,81
2054527,146,148,1,1,1,1,2,45,1006,21
2054531,146,148,1,1,1,1,2,51,26840,81
2054535,146,148,1,1,1,1,2,58,30215,51
2054539,146,148,1,1,1,1,2,69,2336,81
2054543,146,148,1,1,1,1,2,79,30429,21
2054547,146,148,1,1,1,1,2,88,2323,81
2054551,146,148,1,1,1,1,2,93,30468,71
2054555,146,148,1,1,1,1,2,98,2086,21
2054559,146,148,1,1,1,1,2,106,2239,71
2054563,146,148,1,1,1,1,2,111,2189,51
2054567,146,148,1,1,1,1,2,117,30473,21
2054571,146,148,1,1,1,1,2,126,2299,21
2054575,146,148,1,1,1,1,2,132,30475,51
2054579,146,148,1,1,1,1,2,140,1168,21
2054583,146,148,1,1,1,1,2,155,30387,51
2054587,146,148,1,1,1,1,2,165,27083,81
2054591,146,148,1,1,1,2,1,51,26840,81
2054595,146,148,1,1,1,2,1,73,2317,81
2054599,146,148,1,1,1,2,1,113,2231,81
2054476,146,148,1,1,1,1,1,14,2287,14
2054480,146,148,1,1,1,1,1,37,1003,21
2054484,146,148,1,1,1,1,1,72,1309,14
2054488,146,148,1,1,1,1,1,87,30340,14
2054492,146,148,1,1,1,1,1,108,1152,98
2054496,146,148,1,1,1,1,1,125,30416,14
2054500,146,148,1,1,1,1,1,149,1348,41
2054504,146,148,1,1,1,1,2,6,4137,71
2054508,146,148,1,1,1,1,2,11,2119,21
2054512,146,148,1,1,1,1,2,18,4067,81
2054516,146,148,1,1,1,1,2,27,2292,81
2054520,146,148,1,1,1,1,2,34,30422,71
2054524,146,148,1,1,1,1,2,41,27136,21
2054528,146,148,1,1,1,1,2,46,27243,81
2054532,146,148,1,1,1,1,2,53,26849,71
2054536,146,148,1,1,1,1,2,61,30163,51
2054540,146,148,1,1,1,1,2,73,2317,81
2054544,146,148,1,1,1,1,2,82,4093,71
2054548,146,148,1,1,1,1,2,89,2309,21
2054552,146,148,1,1,1,1,2,94,269,81
2054556,146,148,1,1,1,1,2,101,30064,31
2054560,146,148,1,1,1,1,2,107,30210,51
2054564,146,148,1,1,1,1,2,113,2231,81
2054568,146,148,1,1,1,1,2,122,2218,21
2054572,146,148,1,1,1,1,2,127,2329,51
2054576,146,148,1,1,1,1,2,136,1251,21
2054580,146,148,1,1,1,1,2,141,4121,71
2054584,146,148,1,1,1,1,2,156,1320,21
2054588,146,148,1,1,1,1,2,888,1019,21
2054592,146,148,1,1,1,2,1,57,30376,81
2054596,146,148,1,1,1,2,1,88,2323,81
2054600,146,148,1,1,1,2,1,123,26884,81
2054477,146,148,1,1,1,1,1,23,4299,41
2054481,146,148,1,1,1,1,1,38,1289,14
2054485,146,148,1,1,1,1,1,77,2335,238
2054489,146,148,1,1,1,1,1,92,1120,14
2054493,146,148,1,1,1,1,1,112,2298,14
2054497,146,148,1,1,1,1,1,135,2224,41
2054501,146,148,1,1,1,1,2,1,30220,71
2054505,146,148,1,1,1,1,2,8,2338,51
2054509,146,148,1,1,1,1,2,12,1219,71
2054513,146,148,1,1,1,1,2,19,2106,21
2054517,146,148,1,1,1,1,2,28,1330,21
2054521,146,148,1,1,1,1,2,35,1204,21
2054525,146,148,1,1,1,1,2,43,2331,51
2054529,146,148,1,1,1,1,2,49,26513,71
2054533,146,148,1,1,1,1,2,54,2135,21
2054537,146,148,1,1,1,1,2,63,2191,71
2054541,146,148,1,1,1,1,2,75,2308,21
2054545,146,148,1,1,1,1,2,84,2304,21
2054549,146,148,1,1,1,1,2,90,2301,71
2054553,146,148,1,1,1,1,2,95,1146,21
2054557,146,148,1,1,1,1,2,102,26788,71
2054561,146,148,1,1,1,1,2,109,2154,21
2054565,146,148,1,1,1,1,2,114,2129,21
2054569,146,148,1,1,1,1,2,123,26884,81
2054573,146,148,1,1,1,1,2,128,2300,21
2054577,146,148,1,1,1,1,2,138,2333,81
2054581,146,148,1,1,1,1,2,145,2132,51
2054585,146,148,1,1,1,1,2,157,2284,81
2054589,146,148,1,1,1,2,1,18,4067,81
2054593,146,148,1,1,1,2,1,64,1157,81
2054597,146,148,1,1,1,2,1,94,269,81
2054602,146,148,1,1,1,2,1,157,2284,81
2054606,146,148,1,1,1,2,2,5,1138,51
2054610,146,148,1,1,1,2,2,10,2196,71
2054614,146,148,1,1,1,2,2,15,2145,21
2054618,146,148,1,1,1,2,2,23,4299,41
2054622,146,148,1,1,1,2,2,31,4072,51
2054626,146,148,1,1,1,2,2,35,1204,21
2054630,146,148,1,1,1,2,2,41,27136,21
2054634,146,148,1,1,1,2,2,49,26513,71
2054638,146,148,1,1,1,2,2,55,30206,14
2054642,146,148,1,1,1,2,2,63,2191,71
2054646,146,148,1,1,1,2,2,77,2335,238
2054650,146,148,1,1,1,2,2,84,2304,21
2054654,146,148,1,1,1,2,2,89,2309,21
2054658,146,148,1,1,1,2,2,93,30468,71
2054662,146,148,1,1,1,2,2,101,30064,31
2054666,146,148,1,1,1,2,2,106,2239,71
2054670,146,148,1,1,1,2,2,111,2189,51
2054674,146,148,1,1,1,2,2,116,1357,41
2054678,146,148,1,1,1,2,2,125,30416,14
2054682,146,148,1,1,1,2,2,132,30475,51
2054686,146,148,1,1,1,2,2,139,2312,51
2054690,146,148,1,1,1,2,2,145,2132,51
2054694,146,148,1,1,1,2,2,158,2110,21
2054698,146,148,1,1,1,3,1,23,4299,41
2054702,146,148,1,1,1,3,1,51,26840,81
2054706,146,148,1,1,1,3,1,69,2336,81
2054710,146,148,1,1,1,3,1,86,30218,41
2054714,146,148,1,1,1,3,1,113,2231,81
2054718,146,148,1,1,1,3,1,135,2224,41
2054722,146,148,1,1,1,3,1,165,27083,81
2054726,146,148,1,1,1,3,2,6,4137,71
2054730,146,148,1,1,1,3,2,11,2119,21
2054734,146,148,1,1,1,3,2,16,30417,71
2054738,146,148,1,1,1,3,2,28,1330,21
2054742,146,148,1,1,1,3,2,33,2245,14
2054746,146,148,1,1,1,3,2,38,1289,14
2054750,146,148,1,1,1,3,2,44,2157,71
2054754,146,148,1,1,1,3,2,53,26849,71
2054758,146,148,1,1,1,3,2,61,30163,51
2054762,146,148,1,1,1,3,2,76,2315,51
2054766,146,148,1,1,1,3,2,85,27163,71
2054770,146,148,1,1,1,3,2,91,1337,21
2054774,146,148,1,1,1,3,2,96,30207,71
2054778,146,148,1,1,1,3,2,102,26788,71
2054782,146,148,1,1,1,3,2,107,30210,51
2054786,146,148,1,1,1,3,2,112,2298,14
2054790,146,148,1,1,1,3,2,121,30222,14
2054794,146,148,1,1,1,3,2,126,2299,21
2054798,146,148,1,1,1,3,2,136,1251,21
2054802,146,148,1,1,1,3,2,141,4121,71
2054806,146,148,1,1,1,3,2,155,30387,51
2054810,146,148,1,1,1,3,2,888,1019,21
2054814,146,148,1,1,1,4,1,6,4137,71
2054818,146,148,1,1,1,4,1,12,1219,71
2054822,146,148,1,1,1,4,1,24,26765,71
2054826,146,148,1,1,1,4,1,39,2126,71
2054830,146,148,1,1,1,4,1,46,27243,81
2054834,146,148,1,1,1,4,1,57,30376,81
2054838,146,148,1,1,1,4,1,64,1157,81
2054842,146,148,1,1,1,4,1,82,4093,71
2054846,146,148,1,1,1,4,1,93,30468,71
2054850,146,148,1,1,1,4,1,102,26788,71
2054854,146,148,1,1,1,4,1,108,1152,98
2054858,146,148,1,1,1,4,1,115,30427,71
2054601,146,148,1,1,1,2,1,131,2290,81
2054605,146,148,1,1,1,2,2,2,2297,51
2054609,146,148,1,1,1,2,2,9,30151,71
2054613,146,148,1,1,1,2,2,14,2287,14
2054617,146,148,1,1,1,2,2,20,30113,71
2054621,146,148,1,1,1,2,2,29,30419,14
2054625,146,148,1,1,1,2,2,34,30422,71
2054629,146,148,1,1,1,2,2,39,2126,71
2054633,146,148,1,1,1,2,2,45,1006,21
2054637,146,148,1,1,1,2,2,54,2135,21
2054641,146,148,1,1,1,2,2,61,30163,51
2054645,146,148,1,1,1,2,2,76,2315,51
2054649,146,148,1,1,1,2,2,82,4093,71
2054653,146,148,1,1,1,2,2,87,30340,14
2054657,146,148,1,1,1,2,2,92,1120,14
2054661,146,148,1,1,1,2,2,98,2086,21
2054665,146,148,1,1,1,2,2,104,26941,71
2054669,146,148,1,1,1,2,2,110,30311,71
2054673,146,148,1,1,1,2,2,115,30427,71
2054677,146,148,1,1,1,2,2,122,2218,21
2054681,146,148,1,1,1,2,2,128,2300,21
2054685,146,148,1,1,1,2,2,137,27082,14
2054689,146,148,1,1,1,2,2,142,30367,14
2054693,146,148,1,1,1,2,2,155,30387,51
2054697,146,148,1,1,1,3,1,18,4067,81
2054701,146,148,1,1,1,3,1,46,27243,81
2054705,146,148,1,1,1,3,1,64,1157,81
2054709,146,148,1,1,1,3,1,78,2101,41
2054713,146,148,1,1,1,3,1,108,1152,98
2054717,146,148,1,1,1,3,1,131,2290,81
2054721,146,148,1,1,1,3,1,157,2284,81
2054725,146,148,1,1,1,3,2,5,1138,51
2054729,146,148,1,1,1,3,2,10,2196,71
2054733,146,148,1,1,1,3,2,15,2145,21
2054737,146,148,1,1,1,3,2,24,26765,71
2054741,146,148,1,1,1,3,2,32,1025,21
2054745,146,148,1,1,1,3,2,37,1003,21
2054749,146,148,1,1,1,3,2,43,2331,51
2054753,146,148,1,1,1,3,2,50,1101,21
2054757,146,148,1,1,1,3,2,58,30215,51
2054761,146,148,1,1,1,3,2,75,2308,21
2054765,146,148,1,1,1,3,2,84,2304,21
2054769,146,148,1,1,1,3,2,90,2301,71
2054773,146,148,1,1,1,3,2,95,1146,21
2054777,146,148,1,1,1,3,2,101,30064,31
2054781,146,148,1,1,1,3,2,106,2239,71
2054785,146,148,1,1,1,3,2,111,2189,51
2054789,146,148,1,1,1,3,2,117,30473,21
2054793,146,148,1,1,1,3,2,125,30416,14
2054797,146,148,1,1,1,3,2,132,30475,51
2054801,146,148,1,1,1,3,2,140,1168,21
2054805,146,148,1,1,1,3,2,153,27563,71
2054809,146,148,1,1,1,3,2,161,30428,21
2054813,146,148,1,1,1,4,1,5,1138,51
2054817,146,148,1,1,1,4,1,10,2196,71
2054821,146,148,1,1,1,4,1,20,30113,71
2054825,146,148,1,1,1,4,1,34,30422,71
2054829,146,148,1,1,1,4,1,44,2157,71
2054833,146,148,1,1,1,4,1,53,26849,71
2054837,146,148,1,1,1,4,1,63,2191,71
2054841,146,148,1,1,1,4,1,76,2315,51
2054845,146,148,1,1,1,4,1,90,2301,71
2054849,146,148,1,1,1,4,1,101,30064,31
2054853,146,148,1,1,1,4,1,107,30210,51
2054857,146,148,1,1,1,4,1,113,2231,81
2054603,146,148,1,1,1,2,1,165,27083,81
2054607,146,148,1,1,1,2,2,6,4137,71
2054611,146,148,1,1,1,2,2,11,2119,21
2054615,146,148,1,1,1,2,2,16,30417,71
2054619,146,148,1,1,1,2,2,24,26765,71
2054623,146,148,1,1,1,2,2,32,1025,21
2054627,146,148,1,1,1,2,2,37,1003,21
2054631,146,148,1,1,1,2,2,43,2331,51
2054635,146,148,1,1,1,2,2,50,1101,21
2054639,146,148,1,1,1,2,2,58,30215,51
2054643,146,148,1,1,1,2,2,72,1309,14
2054647,146,148,1,1,1,2,2,78,2101,41
2054651,146,148,1,1,1,2,2,85,27163,71
2054655,146,148,1,1,1,2,2,90,2301,71
2054659,146,148,1,1,1,2,2,96,30207,71
2054663,146,148,1,1,1,2,2,102,26788,71
2054667,146,148,1,1,1,2,2,107,30210,51
2054671,146,148,1,1,1,2,2,112,2298,14
2054675,146,148,1,1,1,2,2,117,30473,21
2054679,146,148,1,1,1,2,2,126,2299,21
2054683,146,148,1,1,1,2,2,135,2224,41
2054687,146,148,1,1,1,2,2,140,1168,21
2054691,146,148,1,1,1,2,2,149,1348,41
2054695,146,148,1,1,1,2,2,161,30428,21
2054699,146,148,1,1,1,3,1,27,2292,81
2054703,146,148,1,1,1,3,1,57,30376,81
2054707,146,148,1,1,1,3,1,73,2317,81
2054711,146,148,1,1,1,3,1,88,2323,81
2054715,146,148,1,1,1,3,1,116,1357,41
2054719,146,148,1,1,1,3,1,138,2333,81
2054723,146,148,1,1,1,3,2,1,30220,71
2054727,146,148,1,1,1,3,2,8,2338,51
2054731,146,148,1,1,1,3,2,12,1219,71
2054735,146,148,1,1,1,3,2,19,2106,21
2054739,146,148,1,1,1,3,2,29,30419,14
2054743,146,148,1,1,1,3,2,34,30422,71
2054747,146,148,1,1,1,3,2,39,2126,71
2054751,146,148,1,1,1,3,2,45,1006,21
2054755,146,148,1,1,1,3,2,54,2135,21
2054759,146,148,1,1,1,3,2,63,2191,71
2054763,146,148,1,1,1,3,2,79,30429,21
2054767,146,148,1,1,1,3,2,87,30340,14
2054771,146,148,1,1,1,3,2,92,1120,14
2054775,146,148,1,1,1,3,2,97,26891,14
2054779,146,148,1,1,1,3,2,103,30211,14
2054783,146,148,1,1,1,3,2,109,2154,21
2054787,146,148,1,1,1,3,2,114,2129,21
2054791,146,148,1,1,1,3,2,122,2218,21
2054795,146,148,1,1,1,3,2,127,2329,51
2054799,146,148,1,1,1,3,2,137,27082,14
2054803,146,148,1,1,1,3,2,142,30367,14
2054807,146,148,1,1,1,3,2,156,1320,21
2054811,146,148,1,1,1,4,1,1,30220,71
2054815,146,148,1,1,1,4,1,8,2338,51
2054819,146,148,1,1,1,4,1,16,30417,71
2054823,146,148,1,1,1,4,1,27,2292,81
2054827,146,148,1,1,1,4,1,40,2330,81
2054831,146,148,1,1,1,4,1,49,26513,71
2054835,146,148,1,1,1,4,1,58,30215,51
2054839,146,148,1,1,1,4,1,69,2336,81
2054843,146,148,1,1,1,4,1,85,27163,71
2054847,146,148,1,1,1,4,1,94,269,81
2054851,146,148,1,1,1,4,1,104,26941,71
2054855,146,148,1,1,1,4,1,110,30311,71
2054859,146,148,1,1,1,4,1,123,26884,81
2054604,146,148,1,1,1,2,2,1,30220,71
2054608,146,148,1,1,1,2,2,8,2338,51
2054612,146,148,1,1,1,2,2,12,1219,71
2054616,146,148,1,1,1,2,2,19,2106,21
2054620,146,148,1,1,1,2,2,28,1330,21
2054624,146,148,1,1,1,2,2,33,2245,14
2054628,146,148,1,1,1,2,2,38,1289,14
2054632,146,148,1,1,1,2,2,44,2157,71
2054636,146,148,1,1,1,2,2,53,26849,71
2054640,146,148,1,1,1,2,2,59,30423,41
2054644,146,148,1,1,1,2,2,75,2308,21
2054648,146,148,1,1,1,2,2,79,30429,21
2054652,146,148,1,1,1,2,2,86,30218,41
2054656,146,148,1,1,1,2,2,91,1337,21
2054660,146,148,1,1,1,2,2,97,26891,14
2054664,146,148,1,1,1,2,2,103,30211,14
2054668,146,148,1,1,1,2,2,109,2154,21
2054672,146,148,1,1,1,2,2,114,2129,21
2054676,146,148,1,1,1,2,2,121,30222,14
2054680,146,148,1,1,1,2,2,127,2329,51
2054684,146,148,1,1,1,2,2,136,1251,21
2054688,146,148,1,1,1,2,2,141,4121,71
2054692,146,148,1,1,1,2,2,153,27563,71
2054696,146,148,1,1,1,2,2,888,1019,21
2054700,146,148,1,1,1,3,1,40,2330,81
2054704,146,148,1,1,1,3,1,59,30423,41
2054708,146,148,1,1,1,3,1,77,2335,238
2054712,146,148,1,1,1,3,1,94,269,81
2054716,146,148,1,1,1,3,1,123,26884,81
2054720,146,148,1,1,1,3,1,149,1348,41
2054724,146,148,1,1,1,3,2,2,2297,51
2054728,146,148,1,1,1,3,2,9,30151,71
2054732,146,148,1,1,1,3,2,14,2287,14
2054736,146,148,1,1,1,3,2,20,30113,71
2054740,146,148,1,1,1,3,2,31,4072,51
