NUM,PERIODE,SES,SAL,KART,SAK,VOTNR,VOTERING,SETENR,PERSON,PARTI
158244,126,128,1,6,2,1,1,2,NULL,71
158245,126,128,1,6,2,1,1,3,NULL,51
158246,126,128,1,6,2,1,1,5,NULL,71
158247,126,128,1,6,2,1,1,7,NULL,51
158248,126,128,1,6,2,1,1,8,NULL,71
158249,126,128,1,6,2,1,1,10,NULL,71
158250,126,128,1,6,2,1,1,12,NULL,71
158251,126,128,1,6,2,1,1,14,NULL,71
158252,126,128,1,6,2,1,1,16,NULL,71
158253,126,128,1,6,2,1,1,18,NULL,71
158254,126,128,1,6,2,1,1,23,NULL,71
158255,126,128,1,6,2,1,1,25,NULL,41
158256,126,128,1,6,2,1,1,28,NULL,71
158257,126,128,1,6,2,1,1,33,NULL,71
158258,126,128,1,6,2,1,1,38,NULL,71
158259,126,128,1,6,2,1,1,41,NULL,71
158260,126,128,1,6,2,1,1,42,NULL,51
158261,126,128,1,6,2,1,1,49,NULL,71
158262,126,128,1,6,2,1,1,53,NULL,31
158263,126,128,1,6,2,1,1,55,NULL,71
158264,126,128,1,6,2,1,1,56,NULL,51
158265,126,128,1,6,2,1,1,58,NULL,71
158266,126,128,1,6,2,1,1,59,NULL,41
158267,126,128,1,6,2,1,1,60,NULL,51
158268,126,128,1,6,2,1,1,62,NULL,71
158269,126,128,1,6,2,1,1,63,NULL,31
158270,126,128,1,6,2,1,1,65,NULL,71
158271,126,128,1,6,2,1,1,70,NULL,51
158272,126,128,1,6,2,1,1,72,NULL,71
158273,126,128,1,6,2,1,1,73,NULL,41
158274,126,128,1,6,2,1,1,79,NULL,41
158275,126,128,1,6,2,1,1,87,NULL,71
158276,126,128,1,6,2,1,1,89,NULL,71
158277,126,128,1,6,2,1,1,90,NULL,81
158278,126,128,1,6,2,1,1,93,NULL,71
158279,126,128,1,6,2,1,1,94,NULL,71
158280,126,128,1,6,2,1,1,96,NULL,51
158281,126,128,1,6,2,1,1,97,NULL,71
158282,126,128,1,6,2,1,1,98,NULL,71
158283,126,128,1,6,2,1,1,101,NULL,51
158284,126,128,1,6,2,1,1,103,NULL,71
158285,126,128,1,6,2,1,1,104,NULL,81
158286,126,128,1,6,2,1,1,106,NULL,51
158287,126,128,1,6,2,1,1,107,NULL,41
158288,126,128,1,6,2,1,1,109,NULL,71
158289,126,128,1,6,2,1,1,110,NULL,51
158290,126,128,1,6,2,1,1,112,NULL,41
158291,126,128,1,6,2,1,1,117,NULL,51
158292,126,128,1,6,2,1,1,118,NULL,71
158293,126,128,1,6,2,1,1,120,NULL,71
158294,126,128,1,6,2,1,1,122,NULL,71
158295,126,128,1,6,2,1,1,124,NULL,51
158296,126,128,1,6,2,1,1,126,NULL,41
158297,126,128,1,6,2,1,1,130,NULL,41
158298,126,128,1,6,2,1,1,132,NULL,71
158299,126,128,1,6,2,1,1,134,NULL,71
158300,126,128,1,6,2,1,1,136,NULL,71
158301,126,128,1,6,2,1,1,137,NULL,41
158302,126,128,1,6,2,1,1,139,NULL,51
158303,126,128,1,6,2,1,1,141,NULL,71
158304,126,128,1,6,2,1,1,145,NULL,71
158305,126,128,1,6,2,1,1,147,NULL,71
158306,126,128,1,6,2,1,1,151,NULL,71
158307,126,128,1,6,2,1,1,153,NULL,51
158308,126,128,1,6,2,1,1,155,NULL,71
158309,126,128,1,6,2,1,1,888,356,71
158310,126,128,1,6,2,1,2,1,NULL,21
158311,126,128,1,6,2,1,2,6,NULL,21
158312,126,128,1,6,2,1,2,9,NULL,21
158313,126,128,1,6,2,1,2,11,NULL,21
158314,126,128,1,6,2,1,2,17,NULL,21
158315,126,128,1,6,2,1,2,20,NULL,21
158316,126,128,1,6,2,1,2,26,NULL,21
158317,126,128,1,6,2,1,2,27,NULL,21
158318,126,128,1,6,2,1,2,29,NULL,21
158319,126,128,1,6,2,1,2,31,NULL,21
158320,126,128,1,6,2,1,2,32,NULL,21
158321,126,128,1,6,2,1,2,36,NULL,21
