person_id,personal_id,initials,first_name,last_name,position_no,position_en,party_id,period_id,constituency_code_new,constituency_name,rep_id,sup_id
10206,,,Joakim Sveder,,Læge,Physician,62,68,16011,,,1
10206,,,Joakim Sveder,,Læge,"Physician, captain in the medi",62,71,88623,,4,
10206,,,Joakim Sveder,,Læge,"Physician, captain in the medi",62,74,88623,,5,
10206,,,Joakim Sveder,,Fylk,Chief county medical officer,62,77,88623,,,1
625,1959,HEPE,Asbjørn Herman,Pedersen,,,21,110,3900,Oslo,,1
252,865,KKG,Brit Kirsti Kolle,Grøndahl,Adjunkt,Teacher (Norw. <em>'adjunkt'</em>),21,122,6900,Buskerud fylke,4,
252,865,KKG,Brit Kirsti Kolle,Grøndahl,Adjunkt,Teacher (Norw. <em>'adjunkt'</em>),21,126,6900,Buskerud fylke,3,
252,865,KKG,Brit Kirsti Kolle,Grøndahl,"Adjunkt, husmor","Teacher (Norw. <em>'adjunkt'</em>), housewife",21,130,6900,Buskerud fylke,3,
252,865,KKG,Brit Kirsti Kolle,Grøndahl,"Adjunkt, husmor","Teacher (Norw. <em>'adjunkt'</em>), housewife",21,134,6900,Buskerud fylke,3,
252,865,KKG,Brit Kirsti Kolle,Grøndahl,"Stortingspresident, adjunkt","President of the Storting, teacher (Norw. <em>'adj",21,138,6900,Buskerud fylke,2,
252,865,KKG,Brit Kirsti Kolle,Grøndahl,"Stortingspresident, adjunkt","President of the Storting, teacher (Norw. <em>'adj",21,142,6900,Buskerud fylke,2,
26435,2522,WITH,Einar Wilhelm,Thøgersen,,,21,110,1900,Østfold fylke,,2
61,278,ELBJ,Erna Eleonore,Bjartveit,Lege,Physician,51,126,3900,Oslo,,1
61,278,ELBJ,Erna Eleonore,Bjartveit,Lege,Physician,51,130,3900,Oslo,,1
61,278,ELBJ,Erna Eleonore,Bjartveit,Statsråd,Councillor of State,51,134,3900,Oslo,16,
304,1025,RFH,Frøydis Ranja,Hauglid,Kontorassistent,Clerk assistant,21,126,19900,Troms fylke,5,
304,1025,RFH,Frøydis Ranja,Hauglid,Kontorfullmektig,Office clerk,21,130,19900,Troms fylke,3,
304,1025,RFH,Frøydis Ranja,Hauglid,Kontorfullmektig,Office clerk,21,134,19900,Troms fylke,3,
304,1025,RFH,Frøydis Ranja,Hauglid,Kontorfullmektig,Office clerk,21,138,19900,Troms fylke,3,
2062,1503,INLN,Gerd Ingri,Lande,,,51,122,7900,Vestfold fylke,,1
362,1238,RQH,Gerda Ragnhild Queseth,Haarstad,"Husmor, agronom",Housewife and agronomist,41,126,4900,Hedmark fylke,5,
362,1238,RQH,Gerda Ragnhild Queseth,Haarstad,Husmor,Housewife,41,130,4900,Hedmark fylke,6,
362,1238,RQH,Gerda Ragnhild Queseth,Haarstad,Husmor,Housewife,41,134,4900,Hedmark fylke,7,
362,1238,RQH,Gerda Ragnhild Queseth,Haarstad,Husmor,Housewife,41,138,4900,Hedmark fylke,3,
2103,1173,AHO,Hans Anders,Hornslien,Kontorsekretær,Secretary,21,138,3900,Oslo,,3
2103,1173,AHO,Hans Anders,Hornslien,Kontorsekretær,Secretary,21,142,3900,Oslo,,1
1103,853,EGR,Hans Edvard,Grimstad,"Bonde, sivilagronom",Farmer and agronomist (graduate),41,134,1900,Østfold fylke,9,
1103,853,EGR,Hans Edvard,Grimstad,"Bonde, sivilagronom",Farmer and agronomist (graduate),41,138,1900,Østfold fylke,3,
542,1708,WIMI,Isak William,Mikkelsen,Arbeider,Worker,21,90,20900,Finnmark fylke,,1
1141,1673,STMA,Jan Steinar,Maribo,Disponent,General manager,81,134,6900,Buskerud fylke,4,
26397,2348,OSST,Johan Oskar,Steinvik,,,21,102,16900,Sør-Trøndelag fylke,,3
26299,1838,ANNR,Jørgen Anker,Nordbø,,,13,118,8900,Telemark fylke,,1
612,1932,SIOL,Karl Sigmund,Olsen,Gartner,Gardener,71,102,9900,Aust-Agder fylke,,1
612,1932,SIOL,Karl Sigmund,Olsen,Handelsgartner,Market gardener,71,106,9900,Aust-Agder fylke,,1
612,1932,SIOL,Karl Sigmund,Olsen,Handelsgartner,Market gardener,71,110,9900,Aust-Agder fylke,,1
26159,1007,GUHU,Lars Gunvald,Hauge,,,21,94,3900,Oslo,,4
26159,1007,GUHU,Lars Gunvald,Hauge,,,21,98,3900,Oslo,,5
26159,1007,GUHU,Lars Gunvald,Hauge,,,21,102,3900,Oslo,,6
26414,2423,ARSV,Ole Arnljot,Svendsen,,,71,118,12900,Hordaland fylke,,2
1122,1016,TOHU,SigmundTore,Haugen,Underdirektør,Assistant director,71,134,2900,Akershus fylke,12,
2156,2448,AAS,Solaug Anita Apelthun,Sæle,Husmor,Housewife,51,138,12900,Hordaland fylke,15,
2156,2448,AAS,Solaug Anita Apelthun,Sæle,"Husmor, stortingsrepresentant","Housewife, member of the Storting",51,142,12900,Hordaland fylke,7,
26418,2457,BEST,Solveig Birgitte,Sæthern,,,71,98,4900,Hedmark fylke,,1
26229,1384,EGKJ,Thormod Egil,Kjølner,,,51,114,2900,Akershus fylke,,1
808,2542,HATR,Vincent Harald Houge,Torp,Redaktør,Editor,71,86,88623,Trondhjem og Levanger,5,
808,2542,HATR,Vincent Harald Houge,Torp,Redaktør,Editor,71,98,16900,Sør-Trøndelag fylke,8,
11628,,,Aad Davidsen,Kløve,Gaardbruker,Farmer,98,-1,12900,Søndre Bergenhus Amt,3,
10004,,,Aage,Aagaard,Handelsmand,Merchant,98,8,20900,Finmarkens Amt,4,
12563,,,Aage,Schaveland,"Sogneprest, provst",Vicar and dean,98,12,15900,Romsdals Amt,3,
12563,,,Aage,Schaveland,"Sogneprest, provst",Vicar and dean,98,13,15900,Romsdals Amt,4,
12563,,,Aage,Schaveland,Provst,Dean,98,15,15900,Romsdals Amt,2,
12563,,,Aage,Schaveland,"Res.kap, ordfører","Perpetual curate, mayor",98,18,88623,Trondhjem og Levanger,3,
12563,,,Aage,Schaveland,Res.kap,Perpetual curate,98,19,88623,Trondhjem og Levanger,4,
784,2467,AASØ,Aage William,Søgaard,Distriktssekretær,District secretary,21,114,4900,Hedmark fylke,,1
26046,356,AABO,Aagot,Borge,,,31,98,12010,Bergen,,1
26046,356,AABO,Aagot,Borge,,,31,102,12010,Bergen,,1
26127,888,AAGU,Aagot Gjems,Guthormsen,,,71,98,6900,Buskerud fylke,,2
10277,,,Aanen Olsen,Bergsager,"Kirkesanger, lærer",Precentor and teacher,98,12,10900,Lister og Mandals Amt,3,
10277,,,Aanen Olsen,Bergsager,"Kirkesanger, lærer, gaardbruker","Precentor and teacher, farmer",98,13,10900,Lister og Mandals Amt,3,
10277,,,Aanen Olsen,Bergsager,"Kirkesanger, lærer, gaardbruker","Precentor and teacher, farmer",98,14,10900,Lister og Mandals Amt,2,
10277,,,Aanen Olsen,Bergsager,"Kirkesanger, lærer, gaardbruker","Precentor and teacher, farmer",98,15,10900,Lister og Mandals Amt,2,
10277,,,Aanen Olsen,Bergsager,"Kirkesanger, lærer, gaardbruker","Precentor and teacher, farmer",98,16,10900,Lister og Mandals Amt,2,
10277,,,Aanen Olsen,Bergsager,"Kirkesanger, lærer, gaardbruker","Precentor and teacher, farmer",98,17,10900,Lister og Mandals Amt,3,
10277,,,Aanen Olsen,Bergsager,Gaardbruker,Farmer,98,19,10900,Lister og Mandals Amt,3,
10277,,,Aanen Olsen,Bergsager,Gaardbruker,Farmer,98,20,10900,Lister og Mandals Amt,2,
669,2087,AARY,Aani Aanisson,Rysstad,Småbruker,Smallholder,21,90,9900,Aust-Agder fylke,1,
11632,,,Aanon Gunnar,Knudsen,Ingeniør,Engineer,31,38,8900,Bratsberg Amt,,1
11632,,,Aanon Gunnar,Knudsen,Ingeniør,Engineer,31,41,8900,Bratsberg Amt,4,
11632,,,Aanon Gunnar,Knudsen,Ingeniør,Engineer,31,44,8900,Bratsberg Amt,2,
11632,,,Aanon Gunnar,Knudsen,Ingeniør,Engineer,31,50,8900,Bratsberg Amt,2,
11632,,,Aanon Gunnar,Knudsen,"Fhv. Statsraad, ingeniør","Former Councillor of State, engineer",31,56,8120,2. Gjerpen,1,
11632,,,Aanon Gunnar,Knudsen,Fhv. Statsminister,Former Prime Minister,31,62,8120,2. Gjerpen,1,
11632,,,Aanon Gunnar,Knudsen,Fhv. Statsminister,Former Prime Minister,31,65,8120,2. Gjerpen,1,
11632,,,Aanon Gunnar,Knudsen,Fhv. Statsminister,Former Prime Minister,31,68,8120,2. Gjerpen,1,
13113,,,Aanon Hansen,Vik,Gaardbruker,Farmer,98,19,1900,Smaalenenes Amt,4,
555,1743,AAMO,Aase,Moløkken,Barnevernspedagog,Child welfare officer,21,122,6900,Buskerud fylke,,1
555,1743,AAMO,Aase,Moløkken,Sosialkurator,Social worker,21,126,6900,Buskerud fylke,7,
555,1743,AAMO,Aase,Moløkken,Sosialkurator,Social worker,21,130,6900,Buskerud fylke,7,
64,287,AABJ,Aase Ingerid Nathalie,Bjerkholt,Sekretær,Secretary,21,102,3900,Oslo,,2
64,287,AABJ,Aase Ingerid Nathalie,Bjerkholt,Sekretær,Secretary,21,106,3900,Oslo,,2
64,287,AABJ,Aase Ingerid Nathalie,Bjerkholt,Sekretær,Secretary,21,110,3900,Oslo,,2
64,287,AABJ,Aase Ingerid Nathalie,Bjerkholt,Sekretær,Secretary,21,114,3900,Oslo,,2
2201,2711,AJW,Aase Pauline Joa,Wiig,Adjunkt,Teacher (Norw. <em>'adjunkt'</em>),41,138,10900,Vest-Agder fylke,,1
494,1585,AALI,Aase Wind,Lionæs,"Husmor, cand.oecon","Housewife, cand.oecon",21,98,3900,Oslo,,1
494,1585,AALI,Aase Wind,Lionæs,"Husmor, cand.oecon","Housewife, cand.oecon",21,102,3900,Oslo,11,
494,1585,AALI,Aase Wind,Lionæs,Sekretær,Secretary,21,106,3900,Oslo,12,
494,1585,AALI,Aase Wind,Lionæs,Cand.oecon,Cand.oecon,21,110,3900,Oslo,13,
494,1585,AALI,Aase Wind,Lionæs,Cand.oecon.,Cand.oecon,21,114,3900,Oslo,3,
494,1585,AALI,Aase Wind,Lionæs,Cand.oecon,Cand.oecon,21,118,3900,Oslo,3,
450,1475,AAKU,Aasmund,Kulien,Gårdbruker,Farmer,21,83,10900,Vest-Agder fylke,,1
450,1475,AAKU,Aasmund,Kulien,Gårdbruker,Farmer,21,86,10900,Vest-Agder fylke,3,
450,1475,AAKU,Aasmund,Kulien,Gårdbruker,Farmer,21,90,10900,Vest-Agder fylke,2,
450,1475,AAKU,Aasmund,Kulien,Gårdbruker,Farmer,21,94,10900,Vest-Agder fylke,2,
10860,,,Aasmund,Frisak,Kommandørkaptein,Commander (senior grade),71,53,7900,Jarlsberg og Larviks amt,2,
13123,,,Aasmund Halvorsen,Vinje,Kirkesanger,Precentor,31,35,11900,Stavanger Amt,5,
13123,,,Aasmund Halvorsen,Vinje,Kirkesanger,Precentor,52,38,11900,Stavanger Amt,1,
13123,,,Aasmund Halvorsen,Vinje,Kirkesanger,Precentor,52,41,11900,Stavanger Amt,1,
13123,,,Aasmund Halvorsen,Vinje,Lensmand,District sheriff,52,44,11900,Stavanger Amt,2,
13123,,,Aasmund Halvorsen,Vinje,Lensmand,District sheriff,52,47,11900,Stavanger Amt,2,
13123,,,Aasmund Halvorsen,Vinje,Lensmand,District sheriff,52,50,11900,Stavanger Amt,4,
13123,,,Aasmund Halvorsen,Vinje,Lensmand,District sheriff,52,53,11900,Stavanger Amt,1,
10966,,,Aasmund Larsen,Grave,Gaardbruker,Farmer,98,13,8900,Bratsberg Amt,4,
10966,,,Aasmund Larsen,Grave,"Gaardbruker, lensmand","Farmer, district sheriff",98,14,8900,Bratsberg Amt,4,
10966,,,Aasmund Larsen,Grave,"Gaardbruker, lensmand","Farmer, district sheriff",98,15,8900,Bratsbergs Amt,4,
10966,,,Aasmund Larsen,Grave,"Gaardbruker, lensmand","Farmer, district sheriff",98,16,8900,Bratsberg Amt,2,
10966,,,Aasmund Larsen,Grave,"Gaardbruker, lensmand","Farmer, district sheriff",98,17,8900,Bratsberg Amt,3,
10966,,,Aasmund Larsen,Grave,"Gaardbruker, lensmand","Farmer, district sheriff",98,18,8900,Bratsberg Amt,2,
12194,,,Aasmund Saamundsen,Norgaard,"Bygmester, gaardbruker",Building contractor and farmer,98,-1,8900,Bratsberg Amt,2,
11748,,,Aasulv Eivindson,Lande,"Lærer, gaardbruker",Teacher and farmer,31,68,9140,4. Sætersdalen,1,
11748,,,Aasulv Eivindson,Lande,"Lærer, gaardbruker",Teacher and farmer,31,71,9900,Aust-Agder fylke,4,
11748,,,Aasulv Eivindson,Lande,"Lærer, gaardbruker",Teacher and farmer,31,74,9900,Aust-Agder fylke,,1
10451,,,Aasulv Olsen,Bryggesaa,Gaardbruger,Farmer,31,50,10900,Lister og Mandals Amt,3,
10451,,,Aasulv Olsen,Bryggesaa,Gaardbruger,Farmer,31,53,10900,Lister og Mandals Amt,2,
10451,,,Aasulv Olsen,Bryggesaa,Gaardbruger,Farmer,31,56,10130,3. Lyngdal,1,
10451,,,Aasulv Olsen,Bryggesaa,Gaardbruger,Farmer,31,59,10130,3. Lyngdal,1,
10451,,,Aasulv Olsen,Bryggesaa,Gaardbruger,Farmer,31,62,10130,3. Lyngdal,1,
10006,,,Abraham,Aakre,Lærer,Teacher,22,74,88610,"Fredrikshald, Sarpsborg, Fredrikstad, Moss, Drøbak",,1
10006,,,Abraham,Aakre,Skolebestyrer,Headmaster,21,77,88610,"Halden, Sarpsborg, Fredrikstad, Moss, Drøbak",,1
10006,,,Abraham,Aakre,Skolebestyrer,Headmaster,21,80,88610,"Halden, Sarpsborg, Fredrikstad, Moss, Drøbak",,1
10006,,,Abraham,Aakre,Skoleinspektør,Deputy head (in school),21,83,88610,"Halden, Sarpsborg, Fredrikstad, Moss, Drøbak",4,
10376,,,Abraham,Borch,Provst,Dean,98,6,6040,Kongsberg,1,
12204,,,Abraham,Normann,Overfiskeveier,Chief fish-weigher,98,2,12010,Bergen,3,
12066,,,Abraham Dreyer,Mosling,Sekondløitnant,Second lieutenant,98,3,16900,Søndre Trondhjems Amt,2,
12095,,,Abraham Falk,Muus,Sorenskriver,District recorder,98,6,4900,Hedemarkens Amt,1,
12568,,,Abraham Simonsen,Scheie,Kontorchef,Head of an office,71,74,8900,Telemark fylke,,2
10259,,,Abraham Theodor,Berge,Lærer,Teacher,31,41,10900,Lister og Mandals Amt,4,
10259,,,Abraham Theodor,Berge,Lærer,Teacher,31,47,10900,Lister og Mandals Amt,1,
10259,,,Abraham Theodor,Berge,Lærer,Teacher,31,50,10900,Lister og Mandals Amt,1,
10259,,,Abraham Theodor,Berge,Gaardbruger,Farmer,31,53,10900,Lister og Mandals Amt,1,
10259,,,Abraham Theodor,Berge,Lensmand,District sheriff,31,56,10140,4. Lister,1,
10259,,,Abraham Theodor,Berge,Amtmand,Norwegian county sheriff (county governor),62,59,10140,4. Lister,1,
10259,,,Abraham Theodor,Berge,Fhv. Statsminister,Former Prime Minister,62,74,12010,Bergen,1,
11164,,,Abraham Vilhelm,Heffermehl,Sogneprest,Vicar,71,38,9900,Nedenes amt,2,
11164,,,Abraham Vilhelm,Heffermehl,Sogneprest,Vicar,71,41,9900,Nedenes amt,2,
13171,,,Absalon Olsen,Wereide,Gaardbruker,Farmer,98,2,14900,Nordre Bergenhus Amt,,2
13171,,,Absalon Olsen,Wereide,Gaardbruker,Farmer,98,3,14900,Nordre Bergenhus Amt,3,
11545,,,Adam Gottleb Ferdinand,Jæger,Dispachør,Average adjuster,98,2,9030,Arendal,1,
10648,,,Adam Hjalmar,Egede-Nissen,Postmester,Postmaster,31,50,20820,"Hammerfest, Vardø og Vadsø",1,
10648,,,Adam Hjalmar,Egede-Nissen,Postmester,Postmaster,21,53,20820,"Hammerfest, Vardø og Vadsø",1,
10648,,,Adam Hjalmar,Egede-Nissen,Postmester,Postmaster,21,56,20820,"Hammerfest, Vardø og Vadsø",1,
10648,,,Adam Hjalmar,Egede-Nissen,Postmester,Postmaster,21,59,20820,"Hammerfest, Vardø og Vadsø",1,
10648,,,Adam Hjalmar,Egede-Nissen,Postmester,Postmaster,21,71,88622,"Kristiansand, Mandal, Flekkefjord, Stavanger, Haugesund",3,
26243,1467,ADKR,Adolf,Kristofferse,,,21,90,7840,"Holmestrand, Horten, Tønsberg, Sandefjord, Larvik, Stavern",,2
12740,,,Adolf Bredo,Stabell,"Redaktør, aviseier",Editor and newspaper owner,98,11,2900,Akershus Amt,2,
12740,,,Adolf Bredo,Stabell,"Redaktør, aviseier",Editor and newspaper owner,98,12,2900,Akershus Amt,4,
12740,,,Adolf Bredo,Stabell,"Redaktør, aviseier",Editor and newspaper owner,98,13,2900,Akershus Amt,4,
12740,,,Adolf Bredo,Stabell,"Redaktør, aviseier",Editor and newspaper owner,98,14,2900,Akershus Amt,1,
12740,,,Adolf Bredo,Stabell,"Redaktør, aviseier, adm.dir","Editor and newspaper owner, chief executive",98,15,2900,Akershus Amt,1,
11342,,,Adolf Denis,Horn,Stiftsoverretsprokurator,Superior (diocesan) court procurator,98,8,10010,Christianssand,,1
11342,,,Adolf Denis,Horn,Stiftsoverretsprokurator,Superior (diocesan) court procurator,98,10,10010,Christianssand,3,
12969,,,Adolf Edvard,Thune-Larsen,Direktør,Chief executive,71,68,3014,"4dje kreds, Hammersborg",,1
12261,,,Adolf Elias,Olsen,Sekretær,Secretary,21,86,88622,"Kristiansand, Mandal, Flekkefjord, Stavanger, Haugesund",,1
13185,,,Adolf Julius,Wichstrøm,Sorenskriver,District recorder,31,59,20110,1. Vestfinmarken,1,
10567,,,Adolf Kristian,Dahl,Gaardbruker,Farmer,71,68,1120,2. Ide og Marker,1,
12818,,,Adolf Teodor Hansen,Strengehagen,Pukværksopseer,Stam-works supervisor,31,44,6040,Kongsberg,,1
12818,,,Adolf Teodor Hansen,Strengehagen,Stiger,Mining-captain,31,47,6040,Kongsberg,1,
12818,,,Adolf Teodor Hansen,Strengehagen,Stiger,Mining-captain,31,50,6040,Kongsberg,1,
12818,,,Adolf Teodor Hansen,Strengehagen,Stiger,Mining-captain,31,53,6040,Kongsberg,1,
12818,,,Adolf Teodor Hansen,Strengehagen,Stiger,Mining-captain,31,56,6820,Kongsberg og Hønefoss,1,
12818,,,Adolf Teodor Hansen,Strengehagen,Stiger,Mining-captain,31,59,6820,Kongsberg og Hønefoss,1,
12324,,,Adolf Theodor,Pedersen,Overretssagfører,Barrister,52,53,11030,Stavanger,1,
12324,,,Adolf Theodor,Pedersen,Overretssagfører,Barrister,63,56,11032,"2den kreds, Verket",1,
13179,,,Adolph Christian,Wetlesen,"Handelsmand, gaardbruker","Merchant, farmer",98,14,18900,Nordlands Amt,2,
13179,,,Adolph Christian,Wetlesen,"Handelsmand, gaardbruker","Merchant, farmer",98,15,18900,Nordlands Amt,4,
12369,,,Adolph Jørgen,Prante,"Kjøbmand, lærer","Merchant, teacher",98,16,12010,Bergen,3,
12369,,,Adolph Jørgen,Prante,"Kjøbmand, lærer","Merchant, teacher",98,17,12010,Bergen,2,
12369,,,Adolph Jørgen,Prante,"Kjøbmand, lærer","Merchant, teacher",98,18,12010,Bergen,4,
30207,4006,AR,Afshan,Rafiq,Elev/student,Pupil/student,71,146,3900,Oslo,15,
30207,4006,AR,Afshan,Rafiq,Student,Student,71,150,3900,Oslo,,2
11127,,,Agathon Bartholomæus,Hansteen,Sogneprest,Vicar,98,13,18900,Nordlands Amt,3,
11127,,,Agathon Bartholomæus,Hansteen,"Sogneprest, provst","Vicar, dean",98,14,18900,Nordlands Amt,4,
26323,1960,AGPE,Agnar,Pedersen,,,13,118,16900,Sør-Trøndelag fylke,,4
37,164,AGBA,Agnes,Bakkevig,Husmor,Housewife,71,106,12010,Bergen,,1
37,164,AGBA,Agnes,Bakkevig,Husmor,Housewife,71,110,12010,Bergen,,2
37,164,AGBA,Agnes,Bakkevig,Husmor,Housewife,71,114,12010,Bergen,,1
26262,1583,AGLI,Agnes,Lindstøl,,,71,106,8900,Telemark fylke,,2
26262,1583,AGLI,Agnes,Lindstøl,,,71,110,8900,Telemark fylke,,1
26012,27,AGAM,Agnes Bergliot,Amundsen,,,71,90,7900,Vestfold fylke,,2
26429,2488,AGTA,Agnes Elisa,Tandstad,,,51,114,15900,Møre og Romsdal fylke,,2
1214,2023,AGRE,Agnes Kristine,Reiten,Husmor,Housewife,51,130,15900,Møre og Romsdal fylke,,1
11385,,,Ahlert,Hysing,"Bestyrer, overlærer",Manager and first class teacher,98,6,7810,Larvik og Sandefjord,1,
12914,,,Aimar August,Sørenssen,Gaardbruker,Farmer,98,17,1900,Smaalenenes Amt,4,
12914,,,Aimar August,Sørenssen,"Gaardbruker, kopist i justisdep.","Farmer, copying clerk in the Departement of Justic",98,18,1900,Smaalenenes Amt,2,
12914,,,Aimar August,Sørenssen,Gaardbruker,Farmer,98,19,1900,Smaalenenes Amt,2,
12914,,,Aimar August,Sørenssen,Gaardbruker,Farmer,98,20,1900,Smaalenenes Amt,1,
12914,,,Aimar August,Sørenssen,Gaardbruker,Farmer,98,23,1900,Smaalenenes Amt,2,
12914,,,Aimar August,Sørenssen,Foged,Bailiff,98,26,1900,Smaalenenes Amt,1,
30405,5004011,AINH,Aina,Holst,"Politisk rådgiver, student","Political advisor, student",21,146,16900,Sør-Trøndelag fylke,,5
30676,5004421,ATF,Aisa,Fredh,,,14,150,1900,Østfold fylke,,4
30431,5004007,AC,Akhtar,Chaudhry,Fylkessekretær,County secretary,14,150,3900,Oslo,,2
30431,5004007,AC,Akhtar,Chaudhry,Fylkessekretær,County secretary,14,154,3900,Oslo,,1
30431,5004007,AC,Akhtar Haque Nawaz,Chaudhry,,,14,146,3900,Oslo,,1
205,730,AKFO,Aksel,Fossen,Platearbeider,Sheet metal worker,21,114,12900,Hordaland fylke,7,
205,730,AKFO,Aksel,Fossen,Platearbeider,Sheet metal worker,21,118,12900,Hordaland fylke,15,
205,730,AKFO,Aksel,Fossen,Platearbeider,Sheet metal worker,21,122,12900,Hordaland fylke,12,
205,730,AKFO,Aksel,Fossen,Platearbeider,Sheet metal worker,21,126,12900,Hordaland fylke,12,
423,1400,AKKL,Aksel,Kloster,Tiltakssjef,Head of (local) venture sevices,21,126,12900,Hordaland fylke,,1
11422,,,Aksel,Irgens,Skibsreder,Shipowner,71,59,12011,1ste kreds Nygaard,1,
31256,,,Aksel,Hagen,,,14,154,5900,Oppland fylke,1,
12890,,,Aksel Hagemann,Sæby,Gårdbruker,Farmer,41,74,1900,Østfold fylke,,1
12023,,,Aksel Konrad,Mikkola,Småbruker,Smallholder,21,83,20900,Finnmark fylke,3,
12023,,,Aksel Konrad,Mikkola,Småbruker,Smallholder,21,86,20900,Finnmark fylke,2,
30185,3881,APW,Aksel Pedersen,Walle,Disponent,General manager,71,90,18900,Nordland fylke,,3
30263,3793,ART,Aksel Richart,Thorsrud,Skogsarbeider,Forest worker,21,106,4900,Hedmark fylke,,5
11087,,,Aksel Wilhelm,Hansen,Overtollkonrollør,Tide surveyor,71,80,88623,Trondhjem og Levanger,,2
10511,,,Albert,Bøhn,Gaardbruker,Farmer,98,26,2900,Akershus Amt,3,
10511,,,Albert,Bøhn,Gaardbruger,Farmer,71,38,2900,Akershus Amt,1,
10511,,,Albert,Bøhn,Gaardbruger,Farmer,71,41,2900,Akershus Amt,5,
10511,,,Albert,Bøhn,Lensmand,District sheriff,71,44,2900,Akershus Amt,4,
10511,,,Albert,Bøhn,Lensmand,District sheriff,71,47,2900,Akershus Amt,3,
10511,,,Albert,Bøhn,Lensmand,District sheriff,71,50,2900,Akershus Amt,4,
10511,,,Albert,Bøhn,Lensmand,District sheriff,71,53,2900,Akershus Amt,4,
10511,,,Albert,Bøhn,Lensmand,District sheriff,63,56,2150,5. Øvre Romerike,1,
26188,1158,ALHO,Albert,Holst,,,71,90,7840,"Holmestrand, Horten, Tønsberg, Sandefjord, Larvik, Stavern",,2
26288,1783,ALMØ,Albert Andreas,Mørkved,,,31,102,18900,Nordland fylke,,1
26301,1844,ALNO,Albert Emil,Nordengen,,,71,102,3900,Oslo,,2
10653,,,Albert Fredrik,Eggen,Amtsagronom,Chief county agronomian officer,31,68,17130,3. Snaasen,,1
10203,,,Albert Henrik Krohn,Balchen,Sogneprest,Vicar,98,19,1020,Sarpsborg,1,
10203,,,Albert Henrik Krohn,Balchen,Sogneprest,Vicar,98,20,1020,Sarpsborg,1,
10203,,,Albert Henrik Krohn,Balchen,Sogneprest,Vicar,98,23,1020,Sarpsborg,1,
10203,,,Albert Henrik Krohn,Balchen,Sogneprest,Vicar,71,35,7810,Larvik og Sandefjord,1,
10203,,,Albert Henrik Krohn,Balchen,Sogneprest,Vicar,71,38,7810,Larvik og Sandefjord,1,
12042,,,Albert Johnsen,Moen,Småbruker,Smallholder,21,71,17900,Nord-Trøndelag fylke,3,
12042,,,Albert Johnsen,Moen,Småbruker,Smallholder,21,74,17900,Nord-Trøndelag fylke,3,
12042,,,Albert Johnsen,Moen,Småbruker,Smallholder,21,77,17900,Nord-Trøndelag fylke,1,
12042,,,Albert Johnsen,Moen,Småbruker,Smallholder,21,80,17900,Nord-Trøndelag fylke,2,
12042,,,Albert Johnsen,Moen,Småbruker,Smallholder,21,83,17900,Nord-Trøndelag fylke,1,
12042,,,Albert Johnsen,Moen,Småbruker,Smallholder,21,86,17900,Nord-Trøndelag fylke,1,
11442,,,Albert Marius,Jacobsen,Premierløitnant,First lieutenant,98,26,4900,Hedemarkens Amt,4,
11442,,,Albert Marius,Jacobsen,Kaptein,Captain,98,29,4900,Hedemarkens Amt,2,
11442,,,Albert Marius,Jacobsen,"Statsrevisor, fhv. Kaptein","State authorised public accountant, former captain",31,32,4900,Hedemarkens Amt,2,
11442,,,Albert Marius,Jacobsen,"Statsrevisor, fhv. Kaptein","State authorised public accountant, former captain",31,35,6900,Buskerud Amt,3,
12046,,,Albert Theodor Alexius,Moeskau,Fabrikarbeider,Factory worker,21,62,1130,3. Tune,1,
30402,5004016,AN,Alex Herry,Norbakken,Sekretær,Secretary,51,146,19900,Troms fylke,,4
11311,,,Alexander,Holst,Sorenskriver,District recorder,98,2,18900,Nordlands Amt,2,
30830,5004668,TAD,Alexander,Dybvad,Student,Student,71,150,1900,Østfold fylke,,4
12110,,,Alexander Christian,Møller,Distriktskirurg,District surgeon,98,-1,9030,Arendal,1,
12110,,,Alexander Christian,Møller,Distriktslæge,District physician,98,0,9030,Arendal,1,
30620,5004397,AFA,Alexander Fosse,Andersen,Student,Student,41,150,2900,Akershus fylke,,3
1306,157,ALBA,Alf,Bakken,Produktsjef,Product manager,81,134,7900,Vestfold fylke,,1
12759,,,Alf,Staver,Lærer,Teacher,71,80,2900,Akershus fylke,7,
12759,,,Alf,Staver,Lærer,Teacher,71,83,2900,Akershus fylke,,1
1193,1277,ALJA,Alf E.,Jakobsen,Kst. helsesjef,Acting head of (local) health services,21,134,20900,Finnmark fylke,,1
1193,1277,ALJA,Alf E.,Jakobsen,Ordfører,Mayor,21,146,20900,Finnmark fylke,,1
1193,1277,ALJA,Alf E.,Jakobsen,Ordfører,Mayor,21,150,20900,Finnmark fylke,,1
31262,,,Alf Egil,Holmelid,Sivilingeniør,Civil Engineer,14,154,10900,Vest-Agder fylke,1,
26014,33,ALAN,Alf Henry,Andersen,,,21,90,2900,Akershus fylke,,2
27091,2124,AIS,Alf Ivar,Samuelsen,"Helse, sosialsjef",Head of (local) health and social services,41,150,18900,Nordland fylke,7,
12027,,,Alf Jensen Veum Hansen,Mjøen,Kaptein,Captain,32,62,5130,3.Toten,1,
12027,,,Alf Jensen Veum Hansen,Mjøen,Kaptein,Captain,32,65,5130,3.Toten,1,
12027,,,Alf Jensen Veum Hansen,Mjøen,Kaptein,Captain,32,68,5130,3.Toten,1,
