person_id,personal_id,initials,first_name,last_name,position_no,position_en,party_id,period_id,constituency_code_new,constituency_name,rep_id,sup_id
737,2329,EIST,Einar Magnus,Stavang,Sorenskriver,District recorder,21,98,14900,Sogn og Fjordane fylke,1,
737,2329,EIST,Einar Magnus,Stavang,Sorenskriver,District recorder,21,102,14900,Sogn og Fjordane fylke,1,
737,2329,EIST,Einar Magnus,Stavang,Sorenskriver,District recorder,21,106,14900,Sogn og Fjordane fylke,1,
737,2329,EIST,Einar Magnus,Stavang,Sorenskriver,District recorder,21,110,14900,Sogn og Fjordane fylke,1,
26328,2001,EIRA,Einar Normann,Rasmussen,,,31,102,10900,Vest-Agder fylke,,1
1154,2246,EOS,Einar Olav,Skogholt,Rådmann,Chief administrative officer (in municipality),21,134,4900,Hedmark fylke,8,
1154,2246,EOS,Einar Olav,Skogholt,Rådmann,Chief administrative officer (in municipality),21,138,4900,Hedmark fylke,7,
1154,2246,EOS,Einar Olav,Skogholt,Rådmann,Chief administrative officer (in municipality),21,142,4900,Hedmark fylke,2,
30187,3873,ERV,Einar Robert,Volstad,Fiskebåtreder/skipper,Fishing boat owner / skipper,21,114,15900,Møre og Romsdal fylke,,4
10952,,,Einar Schawland,Gram,Handelsmand,Merchant,98,16,88623,Trondhjem og Levanger,1,
10952,,,Einar Schawland,Gram,Handelsmand,Merchant,98,17,88623,Trondhjem og Levanger,1,
10952,,,Einar Schawland,Gram,Handelsmand,Merchant,98,18,88623,Trondhjem og Levanger,1,
10952,,,Einar Schawland,Gram,Direktør,Chief executive,98,19,88623,Trondhjem og Levanger,2,
10952,,,Einar Schawland,Gram,Direktør,Chief executive,98,20,88623,Trondhjem og Levanger,,2
12473,,,Einar Terkel Christian Tambers,Rosenqvist,Premierløitnant,First lieutenant,98,13,10010,Christiansand,2,
12473,,,Einar Terkel Christian Tambers,Rosenqvist,Kommandør,Commander,98,20,10010,Kristianssand,,1
10647,,,Einar Westye,Egeberg,Grosserer,Grocer,71,41,88614,"Kristiania, Hønefoss og Kongsvinger",,2
598,1882,EINY,Einat Kristian,Nyheim,Industriarbeider,Industrial worker,13,118,12900,Hordaland fylke,5,
732,2307,EISO,Eindride Adolf,Sommerseth,Industriarbeider,Industrial worker,21,110,18900,Nordland fylke,,2
732,2307,EISO,Eindride Adolf,Sommerseth,Industriarbeider,Industrial worker,21,114,18900,Nordland fylke,,1
732,2307,EISO,Eindride Adolf,Sommerseth,Industriarbeider,Industrial worker,21,118,18900,Nordland fylke,,1
276,931,EIHA,Einfrid Daghild,Halvorsen,Kontordame,Office girl,21,122,8900,Telemark fylke,,4
276,931,EIHA,Einfrid Daghild,Halvorsen,Opplæringsleder,Educational leader,21,126,8900,Telemark fylke,,1
11250,,,Eirik,Hirth,Lærer,Teacher,31,86,12010,Bergen,,3
31273,,,Eirik,Sivertsen,,,21,154,18900,Nordland fylke,3,
466,1518,EILA,Eirik P.,Langkaas,Direktør,Chief executive,51,90,2900,Akershus fylke,,1
1003,663,ESF,Eirin,Faldet,Sosionom,Social worker,21,146,4900,Hedmark fylke,2,
1003,663,ESF,Eirin,Faldet,Sosionom,Social worker,21,150,4900,Hedmark fylke,6,
30450,5004065,EHP,Eirin Horrigmoe,Paulsen,"Agronom, lærer","Agronomist, teacher",41,146,18900,Nordland fylke,,3
29242,5004068,EKS,Eirin Kristin,Sund,"Statssekretær, barnehageassistent","State Secretary, kindergarten assistant",21,146,11900,Rogaland fylke,,5
29242,5004068,EKS,Eirin Kristin,Sund,barnehageassistent,Kindergarten assistant,21,150,11900,Rogaland fylke,6,
29242,5004068,EKS,Eirin Kristin,Sund,barnehageassistent,Kindergarten assistant,21,154,11900,Rogaland fylke,6,
1003,663,ESF,Eirin Synøve,Faldet,Sosionom,Social worker,21,130,4900,Hedmark fylke,5,
1003,663,ESF,Eirin Synøve,Faldet,Sosionom,Social worker,21,134,4900,Hedmark fylke,2,
1003,663,ESF,Eirin Synøve,Faldet,Sosionom,Social worker,21,138,4900,Hedmark fylke,4,
1003,663,ESF,Eirin Synøve,Faldet,Sosionom,Social worker,21,142,4900,Hedmark fylke,3,
12348,3053,EIPE,Eivind,Petershagen,Skogarbeider,Forest worker,12,74,4900,Hedmark fylke,4,
12348,3053,EIPE,Eivind,Petershagen,Småbruker,Smallholder,12,90,4900,Hedmark fylke,,1
12409,,,Eivind,Reiersen,Redaktør,Editor,21,71,88619,"Notodden, Skien, Porsgrund, Brevik, Kragerø, Risør, Arendal, Grimstad",2,
26474,2790,EIØY,Eivind,Øygarden,,,41,114,8900,Telemark fylke,,1
26474,2790,EIØY,Eivind,Øygarden,,,41,118,8900,Telemark fylke,,1
12996,,,Eivind  Olsen,Torp,Skolebestyrer,Headmaster,31,35,4900,Hedemarkens Amt,2,
12996,,,Eivind  Olsen,Torp,Skolebestyrer,Headmaster,31,38,4900,Hedemarkens Amt,4,
74,344,EIBO,Eivind Albin Andreas,Bolle,Fisker,Fisherman,21,118,18900,Nordland fylke,2,
74,344,EIBO,Eivind Albin Andreas,Bolle,Fisker,Fisherman,21,122,18900,Nordland fylke,1,
74,344,EIBO,Eivind Albin Andreas,Bolle,Fisker,Fisherman,21,126,18900,Nordland fylke,1,
11282,,,Eivind Hanssen,Hognestad,Gaardbruger,Farmer,52,53,11900,Stavanger Amt,3,
11282,,,Eivind Hanssen,Hognestad,Gaardbruger,Farmer,63,56,11120,2. Jæderen,1,
4057,560,EIVE,Eivind Higford,Eckbo,Advokat/riksrevisor,Lawyer / Auditor General,81,138,3900,Oslo fylke,,2
541,1703,EIMI,Eivind Kristian,Midtgård,"Fisker, småbruker","Fisherman, smallholder",21,90,19900,Troms fylke,,2
1215,2024,EIRE,Eivind Kristofer,Reiten,Statsråd,Councillor of State,41,130,15900,Møre og Romsdal fylke,,2
167,629,EIER,Eivind Kristoffersen,Eriksen,Avd.sekretær,Division secretary,21,90,7900,Vestfold fylke,3,
30720,5004453,EIB,Eivind Norman,Borge,,,81,150,1900,Østfold fylke,,3
30179,3902,EKYT,Eker,Ytterstad,"Fisker, gårdbruker",Fisherman and farmer,71,98,18900,Nordland fylke,,2
26095,697,ELFJ,Elbjørg Johanne,Fjære,,,81,118,3900,Oslo,,2
26095,697,ELFJ,Elbjørg Johanne,Fjære,,,81,126,3900,Oslo,,3
26981,1614,ELI,Eldbjørg I.,Lundby,Rektor,Headmaster,51,146,2900,Akershus fylke,,2
164,620,ELER,Eldrid,Erdal,Husmor,Housewife,31,106,15900,Møre og Romsdal fylke,,3
30214,3930,ELEA,Elenus,Åsgard,Lærer,Teacher,21,90,17900,Nord-Trøndelag fylke,,1
1170,104,ELAR,Eli,Arnstad,Student,Student,41,130,17900,Nord-Trøndelag fylke,,1
1170,104,ELAR,Eli,Arnstad,Student,Student,41,134,17900,Nord-Trøndelag fylke,,1
26693,324,ELIB,Eli,Blakstad,Bonde,Farmer,41,150,5900,Oppland fylke,,4
26904,1220,EHØ,Eli,Høsøien,Fysioterapeut,Physiotherapist,14,150,16900,Sør-Trøndelag fylke,,4
30717,5004451,EHA,Eli,Hanserud,,,81,150,6900,Buskerud fylke,,3
2107,2782,ESO,Eli Johanne Sollied,Øveraas,Vikarlærer,Substitute teacher,41,138,15900,Møre og Romsdal fylke,8,
2107,2782,ESO,Eli Johanne Sollied,Øveraas,"Vikarlærer, stortingsrepresentant","Substitute teacher, member of the Storting",41,142,15900,Møre og Romsdal fylke,,2
447,1460,ELKR,Eli Margrethe,Kristiansen,Sjefssykepleier,Head nurse,51,122,3900,Oslo,7,
1282,1210,ELHØ,Eli Nagel,Høgmo,Driftsleder,Operation manager,71,134,17900,Nord-Trøndelag fylke,,2
30321,5004069,ELL,Eli Petra,Lund,Regnskapsmedarbeider,Assistant accountant,41,146,4900,Hedmark fylke,,4
2107,2782,ESO,Eli Sollied,Øveraas,Vikarlærer,Substitute teacher,41,146,15900,Møre og Romsdal fylke,10,
2107,2782,ESO,Eli Sollied,Øveraas,Vikarlærer,Substitute teacher,41,150,15900,Møre og Romsdal fylke,7,
30665,5004347,EAB,Eli Årdal,Berland,,,71,150,12900,Hordaland fylke,,1
10605,,,Elias,Didrichsen,Førstelærer,First teacher,98,20,10040,Flekkefjord,1,
10605,,,Elias,Didrichsen,Førstelærer,First teacher,98,23,10040,Flekkefjord,1,
10605,,,Elias,Didrichsen,Handelsborger,Tradesman,98,29,10040,Flekkefjord,1,
10605,,,Elias,Didrichsen,Handelsborger,Tradesman,31,32,10040,Flekkefjord,1,
10605,,,Elias,Didrichsen,Handelsborger,Tradesman,71,35,10040,Flekkefjord,1,
10751,,,Elias,Faleide,Fylkesagronom,Chief county agronomian officer,31,68,14150,5. Nordfjord,1,
10751,,,Elias,Faleide,Fylkesagronom,Chief county agronomian officer,31,71,14900,Sogn og Fjordane fylke,1,
11004,,,Elias,Grønningsæte,Overingeniør,Chief engineer,71,74,15900,Møre fylke,,1
12266,,,Elias,Olsen,Løsarbeider,Day labourer,31,50,12010,Bergen,,1
12841,,,Elias,Sunde,Grosserer,Grocer,31,44,88614,"Kristiania, Hønefoss og Kongsvinger",4,
12841,,,Elias,Sunde,Grosserer,Grocer,31,47,88614,"Kristiania, Hønefoss og Kongsvinger",1,
13012,,,Elias,Trætteberg,"Lærer, klokker",Teacher and parish clerk,71,68,4810,Hamar og Kongsvinger,1,
12001,,,Elias Abrahamsen,Melvær,Amtsskolelærer,County school teacher,31,32,14900,Nordre Bergenhus Amt,,1
11971,3026,EAEM,Elias Albert Eliassen,Marøy,Gårdbruker,Farmer,31,83,15900,Møre fylke,,3
26482,2812,ELAA,Elias Andreas,Aardal,,,51,118,19900,Troms fylke,,1
11007,,,Elias Arnesen,Grønningsæth,"Kirkesanger, lærer",Precentor and teacher,98,14,15900,Romsdals Amt,3,
11007,,,Elias Arnesen,Grønningsæth,"Kirkesanger, lærer",Precentor and teacher,98,17,15900,Romsdals Amt,4,
11007,,,Elias Arnesen,Grønningsæth,"Kirkesanger, lærer",Precentor and teacher,98,18,15900,Romsdals Amt,4,
11007,,,Elias Arnesen,Grønningsæth,"Kirkesanger, lærer",Precentor and teacher,98,19,15900,Romsdals Amt,5,
11007,,,Elias Arnesen,Grønningsæth,"Kirkesanger, lærer",Precentor and teacher,98,20,15900,Romsdals Amt,3,
11231,,,Elias Frederik,Hetting,"Sorenskriver, cancelliraad","District recorder, titular councillor of chancery",98,1,17900,Nordre Trondhjems Amt,3,
11879,,,Elias Heltberg,Lund,Oberstløintnant,Lieutenant-colonel,98,1,17900,Nordre Trondhjems Amt,1,
11550,,,Elias Winther,Jørgensen,Proprietær,Proprietor,98,1,7991,Jarlsbergs Grevskap,2,
30346,5004076,ESC,Elin,Schanche,Gårdbruker,Farmer,71,146,11900,Rogaland fylke,,3
30727,5004457,ELF,Elin,Frønsdal,,,31,150,11900,Rogaland fylke,,2
30730,5004458,ELHM,Elin Hetland,Mong,,,71,150,11900,Rogaland fylke,,5
30452,5004067,EJR,Elin Janne,Rånes,Regnskapssekretær,Accounting secretary,71,146,16900,Sør-Trøndelag fylke,,4
2044,2591,ELUN,Elin Johanne,Unhjem,,,51,122,18900,Nordland fylke,,1
2225,872,ELIG,Elin Merete,Gudmundsen,Personalkonsulent,Personnel consultant,21,138,3900,Oslo,,6
30654,5004459,EMF,Elin Merete,Førde,,,81,150,14900,Sogn og Fjordane fylke,,4
26449,2589,ELUL,Eline Johanne,Ulvestad,,,41,110,15900,Møre og Romsdal fylke,,3
12231,,,Elisa Mathilde,Næss,Fru,Mrs,21,80,2900,Akershus fylke,,1
26092,674,ELFI,Elisabet Oddrun,Fidjesjøl,,,51,118,7900,Vestfold fylke,,2
4133,119,EAS,Elisabeth,Aspaker,Fylkesvaraordfører,County deputy mayor,71,142,19900,Troms fylke,,1
4133,119,EAS,Elisabeth,Aspaker,"Politisk rådgiver, lærer","Political advisor, teacher",71,150,19900,Troms fylke,7,
4133,119,EAS,Elisabeth,Aspaker,"Politisk rådgiver, lærer","Political advisor, teacher",71,154,19900,Troms fylke,7,
30197,3883,ELWA,Elisabeth,Walaas,Lektor,Master (Norw. <em>'lektor'</em>),21,134,12900,Hordaland fylke,,7
26485,2829,ELAS,Elisabeth Lisken,Aasen,,,13,118,15900,Møre og Romsdal fylke,,1
30715,5004449,EET,Elisabeth Eide,Tharaldsen,Hjemmeværende,Working at home,81,150,12900,Hordaland fylke,,4
30398,5004070,ELU,Elisabeth Kristine Lunde,Lund,Offentlig ansatt,Public employed,81,146,11900,Rogaland fylke,,5
26527,1902,ELN,Elisabeth Røbekk,Nørve,Interiørkonsulent,Furnishings consultant,71,142,15900,Møre og Romsdal fylke,,2
26527,1902,ELN,Elisabeth Røbekk,Nørve,Interiørkonsulent,Furnishings consultant,71,146,15900,Møre og Romsdal fylke,8,
26527,1902,ELN,Elisabeth Røbekk,Nørve,Interiørkonsulent,Furnishings consultant,71,150,15900,Møre og Romsdal fylke,,1
26527,1902,ELN,Elisabeth Røbekk,Nørve,Interiørkonsulent,Furnishings consultant,71,154,15900,Møre og Romsdal fylke,,1
26098,710,ELFL,Elise Gabrielle,Fliflet,,,71,90,88616,"Hamar, Kongsvinger, Lillehammer, Gjøvik",,2
12084,,,Eliseus,Müller,Gårdbruker,Farmer,41,80,17900,Nord-Trøndelag fylke,,1
12084,,,Eliseus,Müller,Gårdbruker,Farmer,41,83,17900,Nord-Trøndelag fylke,5,
12084,,,Eliseus,Müller,Gårdbruker,Farmer,41,86,17900,Nord-Trøndelag fylke,5,
609,1918,ELOL,Ella Borg,Olsen,Sekretær,Secretary,71,106,7900,Vestfold fylke,,1
609,1918,ELOL,Ella Borg,Olsen,Sekretær,Secretary,71,110,7900,Vestfold fylke,,1
11960,,,Ellef,Marcussen,Distriktslæge,District physician,71,68,5810,Lillehammer og Gjøvik,1,
12120,,,Ellef Jacobsen,Mørch,Forlikskomissær,(Re)conciliation commissioner,98,1,1900,Smaalenenes Amt,,1
30448,5004063,EALF,Ellen,Alfsen,Politisk rådgiver,Political advisor,51,146,1900,Østfold fylke,,1
30448,5004063,EALF,Ellen,Alfsen,Politisk rådgiver,Political advisor,51,150,1900,Østfold fylke,,2
30702,5004461,ESA,Ellen,Samuelsen,Avdelingsleder kultur,Departement manager (culture),14,150,17900,Nord-Trøndelag fylke,,1
2116,499,ECC,Ellen Christine,Christiansen,Sekretær,Secretary,81,138,3900,Oslo,16,
26250,1501,ELLA,Ellen Krag,Lahn,,,13,118,12900,Hordaland fylke,,3
30733,5004460,EMT,Ellen Marie,Tangen,,,14,150,4900,Hedmark fylke,,4
1187,953,EGH,Ellen Marie Gjerpe,Hansen,Konsulent,Consultant,71,130,7900,Vestfold fylke,,1
1187,953,EGH,Ellen Marie Gjerpe,Hansen,Konsulent,Consultant,71,134,7900,Vestfold fylke,,1
1187,953,EGH,Ellen Marie Gjerpe,Hansen,,,71,142,7900,Vestfold fylke,,1
13210,,,Elling Eriksen,Wold,Gaardbruger,Farmer,31,35,5900,Christians Amt,,1
13210,,,Elling Eriksen,Wold,Gaardbruger,Farmer,31,41,5900,Christians Amt,4,
13210,,,Elling Eriksen,Wold,Gaardbruger,Farmer,31,44,5900,Christians Amt,2,
13210,,,Elling Eriksen,Wold,Gaardbruger,Farmer,31,47,5900,Christians Amt,4,
13210,,,Elling Eriksen,Wold,Gaardbruger,Farmer,31,50,5900,Christians Amt,3,
13210,,,Elling Eriksen,Wold,Gaardbruker,Farmer,31,56,5150,5. Valdres,1,
11312,,,Elling Mathias,Holst,Kjøbmand,Merchant,98,3,6020,Drammen,2,
11312,,,Elling Mathias,Holst,Kjøbmand,Merchant,98,4,6020,Drammen,2,
11312,,,Elling Mathias,Holst,Kjøbmand,Merchant,98,5,6020,Drammen,2,
11312,,,Elling Mathias,Holst,Kjøbmand,Merchant,98,7,6020,Drammen,3,
13076,,,Elling Olsen,Valbøe,"Gaardbruker, byggmester, forliksko","Farmer, building contractor, (re)conciliation comm",98,-1,15900,Romsdals Amt,2,
13076,,,Elling Olsen,Valbøe,Gaardbruker,Farmer,98,0,15900,Romsdals Amt,3,
1281,441,ELBR,Ellinor,Bruun,Depotleder,Depot responsible,51,134,18900,Nordland fylke,,1
2169,1526,ELWL,Elly Kristine Wolden,Larsen,Førstesekretær,First secretary,21,138,18900,Nordland fylke,,3
26062,486,ELBD,Elnar Johan,Bårdsen,,,21,110,18900,Nordland fylke,,3
2310,2210,ELSK,Elsa,Skarbøvik,Lærer,Teacher,51,142,7900,Vestfold fylke,5,
2310,2210,ELSK,Elsa,Skarbøvik,Adjunkt,Teacher (Norw. <em>'adjunkt'</em>),51,146,7900,Vestfold fylke,6,
30688,5004448,EER,Elsa,Erland,,,14,150,11900,Rogaland fylke,,4
108,456,ELBÅ,Elsa Rastad,Bråten,Konsulent,Consultant,21,118,3900,Oslo,,2
714,2236,ELSR,Elsa Rigmor,Skjerven,Lærer,Teacher,51,114,16900,Sør-Trøndelag fylke,,1
714,2236,ELSR,Elsa Rigmor,Skjerven,Husmor,Housewife,51,118,16900,Sør-Trøndelag fylke,,1
434,1425,ELKO,Elsa Synnøve,Kobberstad,Husmor,Housewife,71,126,18900,Nordland fylke,4,
2168,72,ELBA,Else Kirsten Brandvoll,Andresen,Assistant/husmor,Assistant/housewife,41,138,15900,Møre og Romsdal fylke,,2
4306,2396,EMS,Else Marie,Stuenæs,Student,Student,41,142,2900,Akershus fylke,,2
649,2028,ELRE,Else Marie Myhren Bakke,Bakke,"Husmor, ekspeditrise",Housewife and saleswoman,21,114,4900,Hedmark fylke,5,
649,2028,ELRE,Else Marie Myhren Bakke,Bakke,"Husmor, ekspeditrise",Housewife and saleswoman,21,118,4900,Hedmark fylke,6,
649,2028,ELRE,Else Marie Myhren Bakke,Bakke,"Husmor, ekspeditrise",Housewife and saleswoman,21,122,4900,Hedmark fylke,3,
649,2028,ELRE,Else Marie Myhren Bakke,Bakke,"Husmor, ekspeditrise",Housewife and saleswoman,21,126,4900,Hedmark fylke,,1
26236,1431,ELKL,Else Wiik,Kollerud,,,71,102,2900,Akershus fylke,,4
2165,2126,EBS,Else-Berit,Sand,Sykepleier,Nurse,51,138,10900,Vest-Agder fylke,,1
26359,2187,ELSI,Else-Mari,Sikkerbøl,,,21,118,3900,Oslo,,6
30725,5004447,EBO,Else-May,Botten,,,21,150,15900,Møre og Romsdal fylke,,2
30725,5004447,EBO,Else-May,Botten,,,21,154,15900,Møre og Romsdal fylke,,2
30184,3897,ELWI,Elynor,Withbro,"Husmor, kontorassistent",Housewife and clerk assistant,51,126,17900,Nord-Trøndelag fylke,,3
26363,2207,EMSK,Embjørg Langleik,Skamsar,,,21,114,5900,Oppland fylke,,2
525,1653,EMLØ,Emil,Løvlien,Småbruker,Smallholder,12,90,4900,Hedmark fylke,3,
525,1653,EMLØ,Emil,Løvlien,Småbruker,Smallholder,12,98,4900,Hedmark fylke,7,
525,1653,EMLØ,Emil,Løvlien,Småbruker,Smallholder,12,102,4900,Hedmark fylke,8,
2060,1623,EMLU,Emil,Lundervold,,,21,122,11900,Rogaland fylke,,4
10055,,,Emil,Aase,Fabrikkarbeider,Factory worker,21,77,11900,Rogaland fylke,3,
10100,,,Emil,Andersen,Mekaniker,Mechanic,21,83,1900,Østfold fylke,,2
12747,,,Emil,Stang,Høiesterettsadvokat,Supreme Court Barrister,21,71,3900,Christiania,,1
12748,,,Emil,Stang,Høiesteretsadvokat,Supreme Court Barrister,71,32,88614,"Kristiania, Hønefoss og Kongsvinger",1,
12748,,,Emil,Stang,Høiesteretsadvokat,Supreme Court Barrister,71,35,88614,"Kristiania, Hønefoss og Kongsvinger",1,
12748,,,Emil,Stang,Høiesteretsadvokat,Supreme Court Barrister,71,38,88614,"Kristiania, Hønefoss og Kongsvinger",1,
12748,,,Emil,Stang,Fhv. Statsminister,Former Prime Minister,71,41,88614,"Kristiania, Hønefoss og Kongsvinger",2,
12748,,,Emil,Stang,Lagmand,Senior judge of the Court of Appeal,71,47,1010,Fredrikshald,1,
12639,,,Emil Anton,Simonsen,Handelsbestyrer,Shopkeeper,71,38,20900,Finmarkens Amt,2,
12639,,,Emil Anton,Simonsen,Faktor,Foreman,71,41,20900,Finmarkens Amt,2,
12639,,,Emil Anton,Simonsen,Handelsmand,Merchant,71,44,20900,Finmarkens Amt,1,
219,759,EMFR,Emilie Mathilde,Frost,Husmor,Housewife,71,110,16900,Sør-Trøndelag fylke,,1
219,759,EMFR,Emilie Mathilde,Frost,Husmor,Housewife,71,114,16900,Sør-Trøndelag fylke,,1
4109,2242,ENDS,Endre,Skjørestad,Advokat,Lawyer,41,142,11900,Rogaland fylke,,2
4109,2242,ENDS,Endre,Skjørestad,Advokat,Lawyer,41,146,11900,Rogaland fylke,,1
30343,5004073,ENS,Endre,Skjervø,Fylkessekretær,County secretary,81,146,17900,Nord-Trøndelag fylke,,2
30343,5004073,ENS,Endre,Skjervø,Fylkessekretær,County secretary,81,150,17900,Nord-Trøndelag fylke,,1
13048,,,Endre Asbjørnsen,Ugland,Gaardbruker,Farmer,31,62,10110,1. Oddernes,1,
13048,,,Endre Asbjørnsen,Ugland,Gaardbruker,Farmer,31,65,10110,1. Oddernes,1,
843,2633,ENVE,Endre Kristian,Vestvik,Gårdbruker,Farmer,51,94,11900,Rogaland fylke,,1
843,2633,ENVE,Endre Kristian,Vestvik,"Bonde, emisær","Farmer, emissary",51,98,11900,Rogaland fylke,9,
26510,630,ELE,Endre Lund,Eriksen,Sivilarbeider,Conscientious objector,14,142,18900,Nordland fylke,,2
13209,,,Endre Magnus,Witzøe,"Børskommissær, skibmegler","Stock commissioner, ship broker",71,74,15820,"Ålesund, Molde, Kristiansund",2,
13209,,,Endre Magnus,Witzøe,"Børskommissær, skibmegler","Stock commissioner, ship broker",71,77,15820,"Ålesund, Molde, Kristiansund",3,
13209,,,Endre Magnus,Witzøe,"Børskommissær, skibmegler","Stock commissioner, ship broker",71,80,15820,"Ålesund, Molde, Kristiansund",3,
11402,,,Enevold Steenbloch,Høyum,Kaptein,Captain,98,0,8710,Thelemarkske Infanteri-Regiment,1,
12908,,,Engebret Bottolf,Sølsnes,Forretningsfører,Business manager,21,74,19900,Troms fylke,,1
12032,,,Engebret Olsen,Moe  (Vager),Gaardbruker,Farmer,98,1,6900,Buskeruds Amt,3,
12032,,,Engebret Olsen,Moe  (Vager),Gaardbruker,Farmer,98,6,6900,Buskeruds Amt,1,
12032,,,Engebret Olsen,Moe  (Vager),Gaardbruker,Farmer,98,7,6900,Buskeruds Amt,3,
12032,,,Engebret Olsen,Moe  (Vager),Gaardbruker,Farmer,98,9,6900,Buskeruds Amt,3,
10778,,,Engelbrecht,Finne,"Byfoged, byskriver",City magistrate and clerk,98,10,9010,Østerrisør,1,
10778,,,Engelbrecht,Finne,"Byfoged, byskriver",City magistrate and clerk,98,11,9010,Østerrisør,1,
10448,,,Engelbrekt Christen,Bruun,"Repslager, fabrikeier","Roapmaker, factory owner",98,29,12010,Bergen,4,
11089,,,Engvald Bertram,Hansen,Distriktslæge,District physician,62,62,10040,Flekkefjord,,1
30342,5004072,ENB,Enid,Bratteng,Lærer,Teacher,51,146,19900,Troms fylke,,3
11439,,,Erich Haagensen,Jaabæk,Gaardbruker,Farmer,98,0,10920,Mandals amt,2,
106,453,ERBA,Erik,Braadland,"Skogbruker, ambassadør",Forester and ambassador,41,106,1900,Østfold fylke,7,
106,453,ERBA,Erik,Braadland,"Skogbruker, ambassadør",Forester and ambassador,41,110,1900,Østfold fylke,5,
130,522,ED,Erik,Dalheim,Reparatør,Mender,21,126,6900,Buskerud fylke,1,
130,522,ED,Erik,Dalheim,Reparatør,Mender,21,130,6900,Buskerud fylke,1,
130,522,ED,Erik,Dalheim,Reparatør,Mender,21,134,6900,Buskerud fylke,1,
130,522,ED,Erik,Dalheim,Reparatør,Mender,21,138,6900,Buskerud fylke,5,
130,522,ED,Erik,Dalheim,Dreier,Lathe operator,21,142,6900,Buskerud fylke,5,
232,805,ERGJ,Erik,Gjems-Onstad,Høyesterettsadvokat,Supreme Court Barrister,81,118,2900,Akershus fylke,9,
2166,38,ERIA,Erik,Andersen,Disponent,General manager,81,138,7900,Vestfold fylke,,1
2166,38,ERIA,Erik,Andersen,Disponent,General manager,81,146,7900,Vestfold fylke,,3
2240,714,EF,Erik,Fløystad,Gårdbruker,Farmer,41,138,9900,Aust-Agder fylke,,2
11145,,,Erik,Hauge,"Foged, sorenskriver",Bailiff and district recorder,98,9,20900,Finmarkens Amt,1,
11518,,,Erik,Johnsen,Snekker,Carpenter,98,13,11030,Stavanger,3,
10513,,,Erik Andreas,Børresen,"Kjøbmand, skibsreder",Merchant and shipowner,98,5,6020,Drammen,3,
12949,,,Erik Andreas,Thomle,"Handelsmand, skibsreder, verftseie","Merchant, shipowner, shipyard owner",98,4,9030,Arendal,1,
12949,,,Erik Andreas,Thomle,"Handelsmand, skibsreder, verftseie","Merchant, shipowner, shipyard owner",98,5,9030,Arendal,1,
12949,,,Erik Andreas,Thomle,"Handelsmand, skibsreder, verftseie","Merchant, shipowner, shipyard owner",98,6,9030,Arendal,1,
12805,,,Erik Andreas Knutsen,Strand,"Lensmand, gårdbruker",District sheriff and farmer,41,80,5900,Oppland fylke,6,
12436,,,Erik Arnesen,Riisnæs,"Lærer, kirkesanger, gaardbruker","Teacher and precentor, farmer",98,15,12900,Søndre Bergenhus Amt,2,
12436,,,Erik Arnesen,Riisnæs,"Lærer, kirkesanger, gaardbruker","Teacher and precentor, farmer",98,16,12900,Søndre Bergenhus Amt,3,
12436,,,Erik Arnesen,Riisnæs,"Lærer, kirkesanger, gaardbruker","Teacher and precentor, farmer",98,17,12900,Søndre Bergenhus Amt,2,
12436,,,Erik Arnesen,Riisnæs,"Lærer, kirkesanger, gaardbruker","Teacher and precentor, farmer",98,18,12900,Søndre Bergenhus Amt,1,
12436,,,Erik Arnesen,Riisnæs,"Lærer, kirkesanger, gaardbruker","Teacher and precentor, farmer",98,19,12900,Søndre Bergenhus Amt,1,
12436,,,Erik Arnesen,Riisnæs,"Lærer, kirkesanger, gaardbruker","Teacher and precentor, farmer",98,20,12900,Søndre Bergenhus Amt,4,
10964,,,Erik August,Grape,Lensmand,District sheriff,97,41,20900,Finmarkens Amt,,1
11898,,,Erik Ellingsen,Lundesgaarde,Gaardbruker,Farmer,98,3,6900,Buskeruds Amt,2,
26078,574,EREI,Erik Emil Olsen,Eide,,,71,90,3900,Oslo,,3
1156,2296,EGS,Erik Gudbrand,Solheim,Partileder,Party leader (SLP),14,134,16900,Sør-Trøndelag fylke,4,
1156,2296,EGS,Erik Gudbrand,Solheim,Partileder,Party leader (SLP),14,138,3900,Oslo,9,
1156,2296,EGS,Erik Gudbrand,Solheim,Stortingsrepresentant,Member of the Storting,14,142,3900,Oslo,17,
12992,,,Erik Hadland,Torjusen,Telegrafbestyrer,Telegraph manager,31,62,11110,1. Dalene,,1
12992,,,Erik Hadland,Torjusen,Telegrafbestyrer,Telegraph manager,31,65,11110,1. Dalene,,1
12992,,,Erik Hadland,Torjusen,Telegrafbestyrer,Telegraph manager,31,68,11110,1. Dalene,,1
10184,,,Erik Kristensen,Austbø,Lensmand,District sheriff,52,53,11900,Stavanger Amt,4,
26383,2284,ERSO,Erik L.,Solberg,,,31,110,2900,Akershus fylke,,3
4082,689,EIL,Erik Langeland,Fjeld,Student,Student,14,142,12900,Hordaland fylke,,1
11928,,,Erik Martinussen,Løken,Gaardbruker,Farmer,98,14,14900,Nordre Bergenhus Amt,2,
11928,,,Erik Martinussen,Løken,Gaardbruker,Farmer,98,15,14900,Nordre Bergenhus Amt,2,
11928,,,Erik Martinussen,Løken,Gaardbruker,Farmer,98,16,14900,Nordre Bergenhus Amt,3,
