NUM,PERIODE,SES,SAL,KART,SAK,VOTNR,VOTERING,SETENR,PERSON,PARTI
244320,130,130,1,8,2,1,1,1,NULL,21
244321,130,130,1,8,2,1,1,3,NULL,21
244322,130,130,1,8,2,1,1,6,NULL,21
244323,130,130,1,8,2,1,1,9,NULL,21
244324,130,130,1,8,2,1,1,13,NULL,21
244325,130,130,1,8,2,1,1,15,NULL,21
244326,130,130,1,8,2,1,1,18,NULL,21
244327,130,130,1,8,2,1,1,20,NULL,14
244328,130,130,1,8,2,1,1,21,NULL,21
244329,130,130,1,8,2,1,1,24,NULL,21
244330,130,130,1,8,2,1,1,26,NULL,21
244331,130,130,1,8,2,1,1,28,NULL,21
244332,130,130,1,8,2,1,1,29,NULL,21
244333,130,130,1,8,2,1,1,30,NULL,21
244334,130,130,1,8,2,1,1,32,NULL,21
244335,130,130,1,8,2,1,1,33,NULL,21
244336,130,130,1,8,2,1,1,34,NULL,21
244337,130,130,1,8,2,1,1,36,NULL,21
244338,130,130,1,8,2,1,1,37,NULL,21
244339,130,130,1,8,2,1,1,39,NULL,21
244340,130,130,1,8,2,1,1,40,NULL,14
244341,130,130,1,8,2,1,1,41,NULL,21
244342,130,130,1,8,2,1,1,43,NULL,21
244343,130,130,1,8,2,1,1,46,NULL,21
244344,130,130,1,8,2,1,1,48,NULL,21
244345,130,130,1,8,2,1,1,52,NULL,21
244346,130,130,1,8,2,1,1,54,NULL,14
244347,130,130,1,8,2,1,1,56,NULL,21
244348,130,130,1,8,2,1,1,59,NULL,21
244349,130,130,1,8,2,1,1,61,NULL,21
244350,130,130,1,8,2,1,1,65,NULL,21
244351,130,130,1,8,2,1,1,66,NULL,21
244352,130,130,1,8,2,1,1,68,NULL,21
244353,130,130,1,8,2,1,1,69,NULL,21
244354,130,130,1,8,2,1,1,70,NULL,14
244355,130,130,1,8,2,1,1,72,NULL,21
244356,130,130,1,8,2,1,1,73,NULL,21
244357,130,130,1,8,2,1,1,77,NULL,21
244358,130,130,1,8,2,1,1,78,NULL,21
244359,130,130,1,8,2,1,1,79,NULL,21
244360,130,130,1,8,2,1,1,81,NULL,21
244361,130,130,1,8,2,1,1,83,NULL,21
244362,130,130,1,8,2,1,1,84,NULL,21
244363,130,130,1,8,2,1,1,86,NULL,21
244364,130,130,1,8,2,1,1,88,NULL,21
244365,130,130,1,8,2,1,1,90,NULL,21
244366,130,130,1,8,2,1,1,92,NULL,14
244367,130,130,1,8,2,1,1,93,NULL,21
244368,130,130,1,8,2,1,1,97,NULL,21
244369,130,130,1,8,2,1,1,101,NULL,21
244370,130,130,1,8,2,1,1,104,NULL,21
244371,130,130,1,8,2,1,1,106,NULL,21
244372,130,130,1,8,2,1,1,110,NULL,21
244373,130,130,1,8,2,1,1,113,NULL,21
244374,130,130,1,8,2,1,1,115,NULL,21
244375,130,130,1,8,2,1,1,117,NULL,21
244376,130,130,1,8,2,1,1,118,NULL,21
244377,130,130,1,8,2,1,1,121,NULL,21
244378,130,130,1,8,2,1,1,123,NULL,21
244379,130,130,1,8,2,1,1,124,NULL,21
244380,130,130,1,8,2,1,1,127,NULL,21
244381,130,130,1,8,2,1,1,129,NULL,21
244382,130,130,1,8,2,1,1,131,NULL,21
244383,130,130,1,8,2,1,1,133,NULL,21
244384,130,130,1,8,2,1,1,135,NULL,21
244385,130,130,1,8,2,1,1,137,NULL,21
244386,130,130,1,8,2,1,1,138,NULL,21
244387,130,130,1,8,2,1,1,141,NULL,14
244388,130,130,1,8,2,1,1,144,NULL,21
244389,130,130,1,8,2,1,1,146,NULL,21
244390,130,130,1,8,2,1,1,149,NULL,21
244391,130,130,1,8,2,1,1,150,NULL,21
244392,130,130,1,8,2,1,1,152,NULL,21
244393,130,130,1,8,2,1,1,154,NULL,21
244394,130,130,1,8,2,1,2,2,NULL,71
244395,130,130,1,8,2,1,2,4,NULL,51
244396,130,130,1,8,2,1,2,5,NULL,71
244397,130,130,1,8,2,1,2,7,NULL,51
244398,130,130,1,8,2,1,2,8,NULL,71
244399,130,130,1,8,2,1,2,10,NULL,71
244400,130,130,1,8,2,1,2,12,NULL,71
244401,130,130,1,8,2,1,2,14,NULL,71
244402,130,130,1,8,2,1,2,16,NULL,41
244403,130,130,1,8,2,1,2,17,NULL,71
244404,130,130,1,8,2,1,2,19,NULL,71
244405,130,130,1,8,2,1,2,23,NULL,71
244406,130,130,1,8,2,1,2,25,NULL,71
244407,130,130,1,8,2,1,2,27,NULL,41
244408,130,130,1,8,2,1,2,31,NULL,71
244409,130,130,1,8,2,1,2,35,NULL,71
244410,130,130,1,8,2,1,2,38,NULL,41
244411,130,130,1,8,2,1,2,42,NULL,71
244412,130,130,1,8,2,1,2,44,NULL,71
244413,130,130,1,8,2,1,2,45,NULL,51
244414,130,130,1,8,2,1,2,47,NULL,71
244415,130,130,1,8,2,1,2,49,NULL,71
244416,130,130,1,8,2,1,2,50,NULL,51
244417,130,130,1,8,2,1,2,51,NULL,41
244418,130,130,1,8,2,1,2,53,NULL,71
244419,130,130,1,8,2,1,2,55,NULL,81
244420,130,130,1,8,2,1,2,57,NULL,71
244421,130,130,1,8,2,1,2,58,NULL,51
244422,130,130,1,8,2,1,2,60,NULL,71
244423,130,130,1,8,2,1,2,62,NULL,41
244424,130,130,1,8,2,1,2,63,NULL,51
244425,130,130,1,8,2,1,2,64,NULL,71
244426,130,130,1,8,2,1,2,67,NULL,71
244427,130,130,1,8,2,1,2,71,NULL,71
244428,130,130,1,8,2,1,2,74,NULL,71
244429,130,130,1,8,2,1,2,75,NULL,51
244430,130,130,1,8,2,1,2,76,NULL,41
244431,130,130,1,8,2,1,2,80,NULL,71
244432,130,130,1,8,2,1,2,82,NULL,41
244433,130,130,1,8,2,1,2,85,NULL,71
244434,130,130,1,8,2,1,2,87,NULL,71
244435,130,130,1,8,2,1,2,89,NULL,71
244436,130,130,1,8,2,1,2,91,NULL,71
244437,130,130,1,8,2,1,2,94,NULL,71
244438,130,130,1,8,2,1,2,95,NULL,51
244439,130,130,1,8,2,1,2,96,NULL,71
244440,130,130,1,8,2,1,2,98,NULL,81
244441,130,130,1,8,2,1,2,99,NULL,71
244442,130,130,1,8,2,1,2,100,NULL,71
244443,130,130,1,8,2,1,2,102,NULL,51
244444,130,130,1,8,2,1,2,103,NULL,71
244445,130,130,1,8,2,1,2,105,NULL,71
244446,130,130,1,8,2,1,2,107,NULL,41
244447,130,130,1,8,2,1,2,108,NULL,51
244448,130,130,1,8,2,1,2,109,NULL,71
244449,130,130,1,8,2,1,2,111,NULL,71
244450,130,130,1,8,2,1,2,112,NULL,41
244451,130,130,1,8,2,1,2,114,NULL,51
244452,130,130,1,8,2,1,2,116,NULL,71
244453,130,130,1,8,2,1,2,119,NULL,51
244454,130,130,1,8,2,1,2,120,NULL,71
244455,130,130,1,8,2,1,2,122,NULL,71
244456,130,130,1,8,2,1,2,125,NULL,71
244457,130,130,1,8,2,1,2,126,NULL,51
244458,130,130,1,8,2,1,2,128,NULL,41
244459,130,130,1,8,2,1,2,130,NULL,71
244460,130,130,1,8,2,1,2,132,NULL,41
244461,130,130,1,8,2,1,2,134,NULL,71
244462,130,130,1,8,2,1,2,136,NULL,71
244463,130,130,1,8,2,1,2,139,NULL,41
244464,130,130,1,8,2,1,2,140,NULL,71
244465,130,130,1,8,2,1,2,142,NULL,51
244466,130,130,1,8,2,1,2,143,NULL,71
244467,130,130,1,8,2,1,2,145,NULL,71
