last_name,first_name,years_lived,position_type,position_department,position_years,source,Column 8
Thomassen,Petter Johan,1941-2003,str,ND,1989-1990,"Thomassen, Petter Johan (1941-2003) str IND 1985-1986, str ND 1989-1990",
Thomle,Iver Steen,1812-1889,tilf str,JD,1857,"Thomle, Iver Steen (1812-1889) tilf str JD 1857",
Thon,Bjørn Erik,1964-,pol rådg,JD,1999-2000,"Thon, Bjørn Erik (1964-) pol rådg JD 1999-2000",
Thorkildsen,Hilde Kristine Nysten,1963-,pol rådg,AAD,2000-2001,"Thorkildsen, Hilde Kristine Nysten (1963-) pol rådg AAD 2000-2001",
Thorkildsen,Inga Marte,1976-,str,BLD,2012-2013,"Thorkildsen, Inga Marte (1976-)str BLD 2012-2013",
Thorne,Johan Henrik Paasche,1843-1920,str,ID,1889-1890,"Thorne, Johan Henrik Paasche (1843-1920) str ID 1889-1890, str S 1890-1891, str ID 1893-1894",
Thorne,Johan Henrik Paasche,1843-1920,str,S,1890-1891,"Thorne, Johan Henrik Paasche (1843-1920) str ID 1889-1890, str S 1890-1891, str ID 1893-1894",
Thorne,Johan Henrik Paasche,1843-1920,str,ID,1893-1894,"Thorne, Johan Henrik Paasche (1843-1920) str ID 1889-1890, str S 1890-1891, str ID 1893-1894",
Thorshaug,Eirik Øwre,1976-,pol rådg,JD,2007-2011,"Thorshaug, Eirik Øwre (1976-)pol rådg JD 2007-2011, kst stsekr JD 2009, kst stsekr JD 2011,kst stsekr JD 2011, pol rådg JD 2011, kst stsekr JD 2011, stsekr JD 2011-2012, stsekr FD 2012-2013",
Thorshaug,Eirik Øwre,1976-,kst stsekr,JD,2009,"Thorshaug, Eirik Øwre (1976-)pol rådg JD 2007-2011, kst stsekr JD 2009, kst stsekr JD 2011,kst stsekr JD 2011, pol rådg JD 2011, kst stsekr JD 2011, stsekr JD 2011-2012, stsekr FD 2012-2013",
Thorshaug,Eirik Øwre,1976-,kst stsekr,JD,2011,"Thorshaug, Eirik Øwre (1976-)pol rådg JD 2007-2011, kst stsekr JD 2009, kst stsekr JD 2011,kst stsekr JD 2011, pol rådg JD 2011, kst stsekr JD 2011, stsekr JD 2011-2012, stsekr FD 2012-2013",
Thorshaug,Eirik Øwre,1976-,kst stsekr,JD,2011,"Thorshaug, Eirik Øwre (1976-)pol rådg JD 2007-2011, kst stsekr JD 2009, kst stsekr JD 2011,kst stsekr JD 2011, pol rådg JD 2011, kst stsekr JD 2011, stsekr JD 2011-2012, stsekr FD 2012-2013",
Thorshaug,Eirik Øwre,1976-,pol rådg,JD,2011,"Thorshaug, Eirik Øwre (1976-)pol rådg JD 2007-2011, kst stsekr JD 2009, kst stsekr JD 2011,kst stsekr JD 2011, pol rådg JD 2011, kst stsekr JD 2011, stsekr JD 2011-2012, stsekr FD 2012-2013",
Thorshaug,Eirik Øwre,1976-,kst stsekr,JD,2011,"Thorshaug, Eirik Øwre (1976-)pol rådg JD 2007-2011, kst stsekr JD 2009, kst stsekr JD 2011,kst stsekr JD 2011, pol rådg JD 2011, kst stsekr JD 2011, stsekr JD 2011-2012, stsekr FD 2012-2013",
Thorshaug,Eirik Øwre,1976-,stsekr,JD,2011-2012,"Thorshaug, Eirik Øwre (1976-)pol rådg JD 2007-2011, kst stsekr JD 2009, kst stsekr JD 2011,kst stsekr JD 2011, pol rådg JD 2011, kst stsekr JD 2011, stsekr JD 2011-2012, stsekr FD 2012-2013",
Thorshaug,Eirik Øwre,1976-,stsekr,FD,2012-2013,"Thorshaug, Eirik Øwre (1976-)pol rådg JD 2007-2011, kst stsekr JD 2009, kst stsekr JD 2011,kst stsekr JD 2011, pol rådg JD 2011, kst stsekr JD 2011, stsekr JD 2011-2012, stsekr FD 2012-2013",
Thrana,Finn,1915-2006,kst rsekr,NS,1942-1944,"Thrana, Finn (1915-2006) kst rsekr NS 1942-1944",
Thrap,Niels Andreas,1793-1856,tilf str,FIN,1852,"Thrap, Niels Andreas (1793-1856) tilf str FIN 1852, tilf str FIN 1854, tilf str MarD 1852-1853",
Thrap,Niels Andreas,1793-1856,tilf str,FIN,1854,"Thrap, Niels Andreas (1793-1856) tilf str FIN 1852, tilf str FIN 1854, tilf str MarD 1852-1853",
Thrap,Niels Andreas,1793-1856,tilf str,MarD,1852-1853,"Thrap, Niels Andreas (1793-1856) tilf str FIN 1852, tilf str FIN 1854, tilf str MarD 1852-1853",
Thue,Magnus,1980-,pol rådg,KD,2013-,"Thue, Magnus (1980-)pol rådg KD 2013-",
Thulin,Lars Uno,1939-2002,stsekr,KUD,1975-1976,"Thulin, Lars Uno (1939-2002) stsekr KUD 1975-1976, stsekr IND 1976-1977",
Thulin,Lars Uno,1939-2002,stsekr,IND,1976-1977,"Thulin, Lars Uno (1939-2002) stsekr KUD 1975-1976, stsekr IND 1976-1977",
Thune,Gro Hillestad,1943-,pers sekr,HSD,1974-1976,"Thune, Gro Hillestad (1943-) pers sekr HSD 1974-1976",
Thyness,Paul,1930-,stsekr,SMK,1963,"Thyness, Paul (1930-) stsekr SMK 1963",
Tidemand,Otto Grieg,1921-2006,str,FD,1965-1970,"Tidemand, Otto Grieg (1921-2006) str FD 1965-1970, str HSD 1970-1971",
Tidemand,Otto Grieg,1921-2006,str,HSD,1970-1971,"Tidemand, Otto Grieg (1921-2006) str FD 1965-1970, str HSD 1970-1971",
Toften,Tone-Helen,1967-,stsekr,HOD,2009-2011,"Toften, Tone-Helen (1967-)stsekr HOD 2009-2011, stsekr FAD 2011-2013",
Toften,Tone-Helen,1967-,stsekr,FAD,2011-2013,"Toften, Tone-Helen (1967-)stsekr HOD 2009-2011, stsekr FAD 2011-2013",
Tollefsen,John Trygve,1983-,vik pol rådg,SMK,2010,"Tollefsen, John Trygve (1983-)vik pol rådg SMK 2010",
Torgnes,Paul Birger,1954-,pers sekr,FID,1984-1985,"Torgnes, Paul Birger (1954-) pers sekr FID 1984-1985",
Torp,Oscar Fredrik,1893-1958,kst str,FD,1935-1936,"Torp, Oscar Fredrik (1893-1958) kst str FD 1935-1936, str SOS 1936-1939, str FIN 1939-1941, str FD 1941-1942, sjef for regj del 1945 - kst stm og kst um, str FD 1945, str FGD 1945-1948, stm 1951-1955",
Torp,Oscar Fredrik,1893-1958,str,SOS,1936-1939,"Torp, Oscar Fredrik (1893-1958) kst str FD 1935-1936, str SOS 1936-1939, str FIN 1939-1941, str FD 1941-1942, sjef for regj del 1945 - kst stm og kst um, str FD 1945, str FGD 1945-1948, stm 1951-1955",
Torp,Oscar Fredrik,1893-1958,str,FIN,1939-1941,"Torp, Oscar Fredrik (1893-1958) kst str FD 1935-1936, str SOS 1936-1939, str FIN 1939-1941, str FD 1941-1942, sjef for regj del 1945 - kst stm og kst um, str FD 1945, str FGD 1945-1948, stm 1951-1955",
Torp,Oscar Fredrik,1893-1958,str,FD,1941-1942,"Torp, Oscar Fredrik (1893-1958) kst str FD 1935-1936, str SOS 1936-1939, str FIN 1939-1941, str FD 1941-1942, sjef for regj del 1945 - kst stm og kst um, str FD 1945, str FGD 1945-1948, stm 1951-1955",
Torp,Oscar Fredrik,1893-1958,sjef for regj del,,1945,"Torp, Oscar Fredrik (1893-1958) kst str FD 1935-1936, str SOS 1936-1939, str FIN 1939-1941, str FD 1941-1942, sjef for regj del 1945 - kst stm og kst um, str FD 1945, str FGD 1945-1948, stm 1951-1955",
Torp,Oscar Fredrik,1893-1958,str,FD,1945,"Torp, Oscar Fredrik (1893-1958) kst str FD 1935-1936, str SOS 1936-1939, str FIN 1939-1941, str FD 1941-1942, sjef for regj del 1945 - kst stm og kst um, str FD 1945, str FGD 1945-1948, stm 1951-1955",
Torp,Oscar Fredrik,1893-1958,str,FGD,1945-1948,"Torp, Oscar Fredrik (1893-1958) kst str FD 1935-1936, str SOS 1936-1939, str FIN 1939-1941, str FD 1941-1942, sjef for regj del 1945 - kst stm og kst um, str FD 1945, str FGD 1945-1948, stm 1951-1955",
Torp,Oscar Fredrik,1893-1958,stm,,1951,"Torp, Oscar Fredrik (1893-1958) kst str FD 1935-1936, str SOS 1936-1939, str FIN 1939-1941, str FD 1941-1942, sjef for regj del 1945 - kst stm og kst um, str FD 1945, str FGD 1945-1948, stm 1951-1955",
Torsvik,Solveig,1954-,stsekr,KOM,1990-1992,"Torsvik, Solveig (1954-) stsekr KOM 1990-1992, pol rådg HOD 2006-2008, pol rådg AID 2008-2009, pol rådg AID 2009",
Torsvik,Solveig,1954-,pol rådg,HOD,2006-2008,"Torsvik, Solveig (1954-) stsekr KOM 1990-1992, pol rådg HOD 2006-2008, pol rådg AID 2008-2009, pol rådg AID 2009",
Torsvik,Solveig,1954-,pol rådg,AID,2008-2009,"Torsvik, Solveig (1954-) stsekr KOM 1990-1992, pol rådg HOD 2006-2008, pol rådg AID 2008-2009, pol rådg AID 2009",
Torsvik,Solveig,1954-,pol rådg,AID,2009,"Torsvik, Solveig (1954-) stsekr KOM 1990-1992, pol rådg HOD 2006-2008, pol rådg AID 2008-2009, pol rådg AID 2009",
Torsvik,Tomas,1919-1996,stsekr,UD,1963,"Torsvik, Tomas (1919-1996) stsekr UD 1963",
Torsøe,Eldbjørg,1973-,stsekr,AAD,2004,"Torsøe, Eldbjørg (1973-) stsekr AAD 2004, pol rådg UFD 2004-2005",
Torsøe,Eldbjørg,1973-,pol rådg,UFD,2004-2005,"Torsøe, Eldbjørg (1973-) stsekr AAD 2004, pol rådg UFD 2004-2005",
Tostrup,Olaf Alfred,1883-1953,fung strsekr,,1940,"Tostrup, Olaf Alfred (1883-1953) fung strsekr 1940-1945, fung strsekr 1945",
Tostrup,Olaf Alfred,1883-1953,fung strsekr,,1945,"Tostrup, Olaf Alfred (1883-1953) fung strsekr 1940-1945, fung strsekr 1945",
Totland,Marit Elisebet,1957-,stsekr,KUF,1997-2000,"Totland, Marit Elisebet (1957-) stsekr KUF 1997-2000",
Totland,Nils Olav,1935-,str,AD,1993-1996,"Totland, Nils Olav (1935-) str AD 1993-1996",
Trasti,Karl,1917-1976,stsekr,FIN,1955-1956,"Trasti, Karl (1917-1976) stsekr FIN 1955-1956, str LPD 1962-1963, str LPD 1963-1964, str IND 1964-1965",
Trasti,Karl,1917-1976,str,LPD,1962-1963,"Trasti, Karl (1917-1976) stsekr FIN 1955-1956, str LPD 1962-1963, str LPD 1963-1964, str IND 1964-1965",
Trasti,Karl,1917-1976,str,LPD,1963-1964,"Trasti, Karl (1917-1976) stsekr FIN 1955-1956, str LPD 1962-1963, str LPD 1963-1964, str IND 1964-1965",
Trasti,Karl,1917-1976,str,IND,1964-1965,"Trasti, Karl (1917-1976) stsekr FIN 1955-1956, str LPD 1962-1963, str LPD 1963-1964, str IND 1964-1965",
Treholt,Arne,1942-,pers sekr,HSD,1973-1974,"Treholt, Arne (1942-)pers sekr HSD 1973-1974, pers sekr SHav 1974-1976, pers sekr SHav 1976, stsekr SHav 1976-1978",
Treholt,Arne,1942-,pers sekr,SHav,1974-1976,"Treholt, Arne (1942-)pers sekr HSD 1973-1974, pers sekr SHav 1974-1976, pers sekr SHav 1976, stsekr SHav 1976-1978",
Treholt,Arne,1942-,pers sekr,SHav,1976,"Treholt, Arne (1942-)pers sekr HSD 1973-1974, pers sekr SHav 1974-1976, pers sekr SHav 1976, stsekr SHav 1976-1978",
Treholt,Arne,1942-,stsekr,SHav,1976-1978,"Treholt, Arne (1942-)pers sekr HSD 1973-1974, pers sekr SHav 1974-1976, pers sekr SHav 1976, stsekr SHav 1976-1978",
Treholt,Thorstein,1911-1993,stsekr,LD,1954-1955,"Treholt, Thorstein (1911-1993) stsekr LD 1954-1955, stsekr LD 1955-1957, str LD 1971-1972, str LD 1973-1976",
Treholt,Thorstein,1911-1993,stsekr,LD,1955-1957,"Treholt, Thorstein (1911-1993) stsekr LD 1954-1955, stsekr LD 1955-1957, str LD 1971-1972, str LD 1973-1976",
Treholt,Thorstein,1911-1993,str,LD,1971-1972,"Treholt, Thorstein (1911-1993) stsekr LD 1954-1955, stsekr LD 1955-1957, str LD 1971-1972, str LD 1973-1976",
Treholt,Thorstein,1911-1993,str,LD,1973-1976,"Treholt, Thorstein (1911-1993) stsekr LD 1954-1955, stsekr LD 1955-1957, str LD 1971-1972, str LD 1973-1976",
error,,,,,,"Treschow, (Nicolai) Niels  (1751-1833) str 1. Dep 1814-1816, str S 1816-1817, str KUD 1817-1819, str S 1819-1820, str KUD 1820-1822, str S 1822-1823, str KUD 1823-1825",
Tresselt,Dag Egil Sandal,1939-,pers sekr,HSD,1972,"Tresselt, Dag Egil Sandal (1939-) pers sekr HSD 1972",
Tresselt,Line,1983-,pol rådg,FD,2013,"Tresselt, Line (1983-)pol rådg FD 2013",
Tron,Audun,1945-,stsekr,KRD,2000-2001,"Tron, Audun (1945-) stsekr KRD 2000-2001",
Tronstad,Elsbeth Sande,1956-,pers sekr,SMK,1989-1990,"Tronstad, Elsbeth Sande (1956-) pers sekr SMK 1989-1990, stsekr UD (u) 2001-2002",
Tronstad,Elsbeth Sande,1956-,stsekr,UD (u),2001-2002,"Tronstad, Elsbeth Sande (1956-) pers sekr SMK 1989-1990, stsekr UD (u) 2001-2002",
Tronsvang,Synnøve Folde,1943-,pers sekr,FAD,1987-1989,"Tronsvang, Synnøve Folde (1943-) pers sekr FAD 1987-1989",
Trædal,Nils,1879-1948,str,KUD,1931-1932,"Trædal, Nils (1879-1948) str KUD 1931-1932, også fung stm 1932, også fung um 1932, str KUD 1932-1933",
Trædal,Nils,1879-1948,også fung stm,,1932,"Trædal, Nils (1879-1948) str KUD 1931-1932, også fung stm 1932, også fung um 1932, str KUD 1932-1933",
Trædal,Nils,1879-1948,også fung um,,1932,"Trædal, Nils (1879-1948) str KUD 1931-1932, også fung stm 1932, også fung um 1932, str KUD 1932-1933",
Trædal,Nils,1879-1948,str,KUD,1932-1933,"Trædal, Nils (1879-1948) str KUD 1931-1932, også fung stm 1932, også fung um 1932, str KUD 1932-1933",
Traavik,Kim,1946-,stsekr,UD (u),2001-2005,"Traavik, Kim (1946-) stsekr UD (u) 2001-2005",
Tungesvik,Steinulf,1965-,pol rådg,SHD (sos),1997-1999,"Tungesvik, Steinulf (1965-) pol rådg SHD (sos) 1997-1999, stsekr SHD (sos) 1999-2000,stsekr SD 2005-2008, kst stsekr SD 2012",
Tungesvik,Steinulf,1965-,stsekr,SHD (sos),1999-2000,"Tungesvik, Steinulf (1965-) pol rådg SHD (sos) 1997-1999, stsekr SHD (sos) 1999-2000,stsekr SD 2005-2008, kst stsekr SD 2012",
Tungesvik,Steinulf,1965-,stsekr,SD,2005-2008,"Tungesvik, Steinulf (1965-) pol rådg SHD (sos) 1997-1999, stsekr SHD (sos) 1999-2000,stsekr SD 2005-2008, kst stsekr SD 2012",
Tungesvik,Steinulf,1965-,kst stsekr,SD,2012,"Tungesvik, Steinulf (1965-) pol rådg SHD (sos) 1997-1999, stsekr SHD (sos) 1999-2000,stsekr SD 2005-2008, kst stsekr SD 2012",
Tvedt,Petter Kvinge,1985-,pol rådg,FIN,2013-,"Tvedt, Petter Kvinge (1985-)pol rådg FIN 2013-",
Tveit,Borghild,1943-,pers sekr,FID,1986-1988,"Tveit, Borghild (1943-) pers sekr FID 1986-1988",
Tveiten,Ivar Peterson,1850-1932,str,KUD,1924-1926,"Tveiten, Ivar Peterson (1850-1932) str KUD 1924-1926",
Tveten,Rolf Erik,1987-,pol rådg,SMK,2013-,"Tveten, Rolf Erik (1987-)pol rådg SMK 2013-",
error,,,,,,"Tvinnereim , Anne Beathe Kristiansen (1974- ) pol rådg (vikar) SD 2006, kst stsekr KRD 2011-2012,stsekr KRD 2012-2013",
Tysnes,Oddbjørn,1959-,pers sekr,FAD,1985-1986,"Tysnes, Oddbjørn (1959-) pers sekr FAD 1985-1986",
Tønne,Tore,1948-2002,str,SHD (sos),2000-2001,"Tønne, Tore (1948-2002) str SHD (sos) 2000-2001",
Tønnesson,Reidar Dorenfeldt,1895-1963,rm,LD,1945,"Tønnesson, Reidar Dorenfeldt (1895-1963) rm LD 1945",
Tørres,Liv,1961-,pol rådg,AD,2011,"Tørres, Liv (1961-)pol rådg AD 2011",
Tørring,Randi Helene Gran,1952-,pol rådg,SMK,1997-2000,"Tørring, Randi Helene Gran (1952-) pol rådg SMK 1997-2000",
Udgaard,Nils Morten,1940-,stsekr,SMK,1984-1986,"Udgaard, Nils Morten (1940-) stsekr SMK 1984-1986",
Udjus,Ragnar,1933-,pers sekr,MD,1972-1973,"Udjus, Ragnar (1933-) pers sekr MD 1972-1973",
Ueland,Margunn,1956-,pers sekr,MD,1983-1984,"Ueland, Margunn (1956-) pers sekr MD 1983-1984",
Ulleren,Olav,1954-,stsekr,KRD,1999-2000,"Ulleren, Olav (1954-) stsekr KRD 1999-2000",
Ulriksen,Vidar,1953-,stsekr,FKD,2005-2009,"Ulriksen, Vidar (1953-) stsekr FKD 2005-2009, stsekr FKD 2009,stsekr FKD 2009-2011",
Ulriksen,Vidar,1953-,stsekr,FKD,2009,"Ulriksen, Vidar (1953-) stsekr FKD 2005-2009, stsekr FKD 2009,stsekr FKD 2009-2011",
Ulriksen,Vidar,1953-,stsekr,FKD,2009-2011,"Ulriksen, Vidar (1953-) stsekr FKD 2005-2009, stsekr FKD 2009,stsekr FKD 2009-2011",
Ulseth,Oluf,1966-,stsekr,NHD,2001-2004,"Ulseth, Oluf (1966-) stsekr NHD 2001-2004, stsekr OED 2004-2005",
Ulseth,Oluf,1966-,stsekr,OED,2004-2005,"Ulseth, Oluf (1966-) stsekr NHD 2001-2004, stsekr OED 2004-2005",
Ulveseth,Ingvald Johan,1924-,stsekr,KAD,1964-1965,"Ulveseth, Ingvald Johan (1924-) stsekr KAD 1964-1965, str IND 1973-1976",
Ulveseth,Ingvald Johan,1924-,str,IND,1973-1976,"Ulveseth, Ingvald Johan (1924-) stsekr KAD 1964-1965, str IND 1973-1976",
Ulvin,Siri,1959-,pol rådg,KD,1994,"Ulvin, Siri (1959-) pol rådg KD 1994",
Undheim,Liv,1949-,stsekr,NOE (en),1996,"Undheim, Liv (1949-) stsekr NOE (en) 1996, stsekr OED 1997",
Undheim,Liv,1949-,stsekr,OED,1997,"Undheim, Liv (1949-) stsekr NOE (en) 1996, stsekr OED 1997",
Unneberg,Bjørn,1928-,stsekr,SD,1963,"Unneberg, Bjørn (1928-) stsekr SD 1963",
Urbye,Andreas Tostrup,1869-1955,str,ABD,1913-1916,"Urbye, Andreas Tostrup (1869-1955) str ABD 1913-1916, str JD 1916-1917",
Urbye,Andreas Tostrup,1869-1955,str,JD,1916-1917,"Urbye, Andreas Tostrup (1869-1955) str ABD 1913-1916, str JD 1916-1917",
Urfjell,Torbjørn,1977-,pol rådg,UD (utv),2005-2007,"Urfjell, Torbjørn (1977-)pol rådg UD (utv) 2005-2007 ",
Ursin-Smith,Kjell,1945-,pers sekr,KAD,1981-1983,"Ursin-Smith, Kjell (1945-) pers sekr KAD 1981-1983, stsekr SOS 1986",
Ursin-Smith,Kjell,1945-,stsekr,SOS,1986,"Ursin-Smith, Kjell (1945-) pers sekr KAD 1981-1983, stsekr SOS 1986",
Utheim,Trygve,1884-1952,str,SOS,1933-1935,"Utheim, Trygve (1884-1952) str SOS 1933-1935",
Utseth,Anita,1966-,stsekr,OED,2005-2007,"Utseth, Anita (1966-) stsekr OED 2005-2007",
Utvik,Torild Lien,1948-,pers sekr,JD,1978-1979,"Utvik, Torild Lien (1948-) pers sekr JD 1978-1979, pers sekr KAD 1979-1980",
Utvik,Torild Lien,1948-,pers sekr,KAD,1979-1980,"Utvik, Torild Lien (1948-) pers sekr JD 1978-1979, pers sekr KAD 1979-1980",
Vale,Per E.,1926-,stsekr,LD,1969-1971,"Vale, Per E. (1926-) stsekr LD 1969-1971",
Valla,Gerd Liv,1948-,pers rådg,SMK,1990-1992,"Valla, Gerd Liv (1948-) pers rådg SMK 1990-1992, stsekr SMK 1992-1994, str JD 1997",
Valla,Gerd Liv,1948-,stsekr,SMK,1992-1994,"Valla, Gerd Liv (1948-) pers rådg SMK 1990-1992, stsekr SMK 1992-1994, str JD 1997",
Valla,Gerd Liv,1948-,str,JD,1997,"Valla, Gerd Liv (1948-) pers rådg SMK 1990-1992, stsekr SMK 1992-1994, str JD 1997",
Valla,Kristin Hille,1944-,str,MD,1989-1990,"Valla, Kristin Hille (1944-) str MD 1989-1990",
Valle,Inger Louise,1921-2006,str,FAD,1971-1972,"Valle, Inger Louise (1921-2006) str FAD 1971-1972, str FFD 1972, str JD 1973-1976, str JD 1976-1979, str KAD 1979-1980",
Valle,Inger Louise,1921-2006,str,FFD,1972,"Valle, Inger Louise (1921-2006) str FAD 1971-1972, str FFD 1972, str JD 1973-1976, str JD 1976-1979, str KAD 1979-1980",
Valle,Inger Louise,1921-2006,str,JD,1973-1976,"Valle, Inger Louise (1921-2006) str FAD 1971-1972, str FFD 1972, str JD 1973-1976, str JD 1976-1979, str KAD 1979-1980",
Valle,Inger Louise,1921-2006,str,JD,1976-1979,"Valle, Inger Louise (1921-2006) str FAD 1971-1972, str FFD 1972, str JD 1973-1976, str JD 1976-1979, str KAD 1979-1980",
Valle,Inger Louise,1921-2006,str,KAD,1979-1980,"Valle, Inger Louise (1921-2006) str FAD 1971-1972, str FFD 1972, str JD 1973-1976, str JD 1976-1979, str KAD 1979-1980",
Valle,Raimo,1965-,stsekr,AID,2007-2008,"Valle, Raimo (1965-)stsekr AID 2007-2008, stsekr AID 2008-2009,stsekr AID 2009, stsekr FAD 2009-2012 ",
Valle,Raimo,1965-,stsekr,AID,2008-2009,"Valle, Raimo (1965-)stsekr AID 2007-2008, stsekr AID 2008-2009,stsekr AID 2009, stsekr FAD 2009-2012 ",
Valle,Raimo,1965-,stsekr,AID,2009,"Valle, Raimo (1965-)stsekr AID 2007-2008, stsekr AID 2008-2009,stsekr AID 2009, stsekr FAD 2009-2012 ",
Valle,Raimo,1965-,stsekr,FAD,2009-2012 ,"Valle, Raimo (1965-)stsekr AID 2007-2008, stsekr AID 2008-2009,stsekr AID 2009, stsekr FAD 2009-2012 ",
Valle,Sveinung,1959-,stsekr,LD,2000-2001,"Valle, Sveinung (1959-) stsekr LD 2000-2001",
Valstad,Irene,1946-,stsekr,KD,1994-1996,"Valstad, Irene (1946-) stsekr KD 1994-1996",
Valstrand,Liv,1949-,pers sekr,MD,1979-1981,"Valstrand, Liv (1949-) pers sekr MD 1979-1981, pers sekr MD 1981",
Valstrand,Liv,1949-,pers sekr,MD,1981,"Valstrand, Liv (1949-) pers sekr MD 1979-1981, pers sekr MD 1981",
Vamraak,Tore,1980-,stsekr,SMK,2013-,"Vamraak, Tore (1980-)stsekr SMK 2013-",
Varmann,Kolbjørn Sigurd Werner,1904-1980,str,SD,1955-1960,"Varmann, Kolbjørn Sigurd Werner (1904-1980) str SD 1955-1960",
Vartdal,Knut,1940-,stsekr,FID,1968-1971,"Vartdal, Knut (1940-) stsekr FID 1968-1971, stsekr FID 1972-1973",
Vartdal,Knut,1940-,stsekr,FID,1972-1973,"Vartdal, Knut (1940-) stsekr FID 1968-1971, stsekr FID 1972-1973",
Vasbotten,Arnvid Birger Liljedahl,1903-1985,min,ID NS,1944-1945,"Vasbotten, Arnvid Birger Liljedahl (1903-1985) min ID NS 1944-1945",
Vassbotn,Per Kjell,1941-,stsekr,SMK,1980-1981,"Vassbotn, Per Kjell (1941-) stsekr SMK 1980-1981",
Vassbø,Astrid Apalset,1973-,pol rådg,OED,2004,"Vassbø, Astrid Apalset (1973-) pol rådg OED 2004, pol rådg BHD 2004-2005",
Vassbø,Astrid Apalset,1973-,pol rådg,BHD,2004-2005,"Vassbø, Astrid Apalset (1973-) pol rådg OED 2004, pol rådg BHD 2004-2005",
Vassnes,Hanne Borgen,1971-,pol rådg,NHD,1999-2000,"Vassnes, Hanne Borgen (1971-) pol rådg NHD 1999-2000",
Vassvik,"Ragnhildtidligere Kalstad, Ragnhild Vassvik",1966-,stsekr,FAD,2012-2013,"Vassvik, Ragnhildtidligere Kalstad, Ragnhild Vassvik (1966-)stsekr FAD 2012-2013",
Vedum,Trygve Slagsvold,1978-,str,LMD,2012-2013,"Vedum, Trygve Slagsvold (1978-)str LMD 2012-2013",
Veierød,Tom,1937-,stsekr,KAD,1979-1980,"Veierød, Tom (1937-) stsekr KAD 1979-1980",
Veierød,Tove Liv,1940-,stsekr,KVD,1986-1988,"Veierød, Tove Liv (1940-) stsekr KVD 1986-1988, str SOS 1990-1992",
Veierød,Tove Liv,1940-,str,SOS,1990-1992,"Veierød, Tove Liv (1940-) stsekr KVD 1986-1988, str SOS 1990-1992",
Venger,Amund,1943-2013,stsekr,MD,1984-1986,"Venger, Amund (1943-2013) stsekr MD 1984-1986",
Venger,Anders,1872-1935,str,LD,1923,"Venger, Anders (1872-1935) str LD 1923, str LD 1923-1924, også sjef for KUD 1923, str ABD 1926",
Venger,Anders,1872-1935,str,LD,1923-1924,"Venger, Anders (1872-1935) str LD 1923, str LD 1923-1924, også sjef for KUD 1923, str ABD 1926",
Venger,Anders,1872-1935,også sjef for,KUD,1923,"Venger, Anders (1872-1935) str LD 1923, str LD 1923-1924, også sjef for KUD 1923, str ABD 1926",
Venger,Anders,1872-1935,str,ABD,1926,"Venger, Anders (1872-1935) str LD 1923, str LD 1923-1924, også sjef for KUD 1923, str ABD 1926",
Veskje,Kristin,1966-,pol rådg,BFD,1992-1993,"Veskje, Kristin (1966-) pol rådg BFD 1992-1993",
Vestbø,Jorunn Strand,1945-,pers sekr,OED,1990,"Vestbø, Jorunn Strand (1945-) pers sekr OED 1990",
Vesterdal,May Liss,1947-,pers sekr,LD,1986-1989,"Vesterdal, May Liss (1947-) pers sekr LD 1986-1989",
Vestre,Jan Christian,1986-,pol rådg,NHD,2013,"Vestre, Jan Christian (1986-)pol rådg NHD 2013",
Vetlesen,Vesla Gunvor,1930-,str,DUH,1986-1988,"Vetlesen, Vesla Gunvor (1930-) str DUH 1986-1988",
Vevatne,Jan M.,1950-,pol rådg,SD,2000,"Vevatne, Jan M. (1950-) pol rådg SD 2000",
Vibe,Kjeld,1927-2011,pers sekr,UD,1962-1963,"Vibe, Kjeld (1927-2011)pers sekr UD 1962-1963, pers sekr UD 1963, pers sekr UD 1963-1964",
Vibe,Kjeld,1927-2011,pers sekr,UD,1963,"Vibe, Kjeld (1927-2011)pers sekr UD 1962-1963, pers sekr UD 1963, pers sekr UD 1963-1964",
Vibe,Kjeld,1927-2011,pers sekr,UD,1963-1964,"Vibe, Kjeld (1927-2011)pers sekr UD 1962-1963, pers sekr UD 1963, pers sekr UD 1963-1964",
Vidvei,Leiv Magnus,1923-,stsekr,FIN,1970-1971,"Vidvei, Leiv Magnus (1923-) stsekr FIN 1970-1971",
Vigdenes,Ivar,1984-,vik pol rådg,OED,2010,"Vigdenes, Ivar (1984-)vik pol rådg OED 2010, pol rådg OED 2010-2011, pol rådg OED 2011-2013",
Vigdenes,Ivar,1984-,pol rådg,OED,2010-2011,"Vigdenes, Ivar (1984-)vik pol rådg OED 2010, pol rådg OED 2010-2011, pol rådg OED 2011-2013",
Vigdenes,Ivar,1984-,pol rådg,OED,2011-2013,"Vigdenes, Ivar (1984-)vik pol rådg OED 2010, pol rådg OED 2010-2011, pol rådg OED 2011-2013",
Vik,Anne Petrea,1933-,str,LD,1989-1990,"Vik, Anne Petrea (1933-) str LD 1989-1990",
Vik,Arnfinn,1901-1990,stmsekr,,1948,"Vik, Arnfinn (1901-1990) stmsekr 1948",
Vik,Jakob Nilsson,1882-1960,str,SOS,1931-1932,"Vik, Jakob Nilsson (1882-1960) str SOS 1931-1932, str SOS 1932-1933, kons str 1940-1941",
